"","id","CL","TR","1","2","3","4","5","6","7"
"80","0RYR",3,2,16945,17030,NA,NA,NA,NA,NA
"81","0RYY",1,2,16945,17030,NA,17243,17310,NA,NA
"82","0YBD",3,3,NA,17029,NA,NA,NA,NA,NA
"83","0YBG",3,3,NA,17029,NA,NA,NA,NA,NA
"84","0YBR",3,3,NA,17028,17084,NA,NA,NA,NA
"85","0YBY",3,3,NA,17029,NA,NA,17312,17378,17450
"86","0YDB",1,2,16950,17030,NA,NA,17311,17377,17452
"87","0YDD",1,1,16949,NA,NA,NA,NA,NA,NA
"88","0YDG",1,1,16949,NA,17086,NA,NA,NA,NA
"89","0YDP",2,2,16950,17030,NA,NA,NA,NA,NA
"90","0YDR",1,1,16949,NA,17086,NA,NA,NA,17450
"91","0YDY",2,1,16949,NA,17086,NA,NA,NA,NA
"92","0YGB",1,1,16949,NA,NA,NA,NA,NA,NA
"93","0YGD",2,1,16949,NA,NA,NA,NA,NA,NA
"94","0YGG",2,1,16949,NA,17086,NA,NA,NA,17450
"95","0YGP",2,1,16949,NA,17086,17245,NA,17377,17450
"96","0YGR",1,1,16949,NA,NA,NA,NA,NA,NA
"97","0YGY",2,1,16949,NA,NA,NA,NA,NA,NA
"98","0YPB",3,1,NA,17031,NA,17245,17312,NA,NA
"99","0YPD",3,2,NA,17030,17085,17243,NA,17374,17451
"100","0YPG",3,2,NA,17030,NA,NA,NA,NA,NA
"101","0YPP",2,2,NA,17030,17085,NA,NA,NA,NA
"102","0YPR",3,3,NA,17029,NA,NA,NA,NA,17450
"103","0YPY",2,2,NA,17030,NA,17243,17310,17375,NA
"104","0YRB",1,1,16949,NA,17086,NA,17312,17377,17450
"105","0YRD",2,1,16949,17031,17086,NA,NA,NA,NA
"106","0YRG",2,1,16949,NA,17086,17245,17312,17377,17450
"107","0YRP",1,1,16949,NA,NA,NA,NA,NA,NA
"108","0YRR",1,1,16949,NA,17086,17245,17312,NA,17450
"109","0YRY",1,1,16949,17031,17086,17245,17312,17377,NA
"110","0YYB",2,1,16949,17031,17086,17245,NA,NA,NA
"111","0YYD",1,1,16949,17031,NA,17245,17312,NA,17450
"112","0YYG",2,1,16949,17031,NA,17245,NA,NA,NA
"113","0YYP",2,1,16949,NA,NA,NA,NA,17377,NA
"114","0YYR",3,1,16949,NA,NA,17245,NA,NA,NA
"115","0YYY",2,1,16949,NA,NA,NA,NA,NA,NA
"116","BBBB",1,1,16949,17031,NA,NA,NA,NA,NA
"117","BPBB",1,1,16949,17031,17086,NA,17312,NA,NA
"118","BPBP",1,1,16949,17031,NA,NA,NA,NA,NA
"119","BPPPBB",1,2,NA,NA,17085,NA,17311,17374,17451
"120","BPPPPB",2,2,NA,NA,17085,17244,NA,17375,NA
"121","BPPPPP",1,2,NA,NA,17085,NA,NA,NA,NA
"122","PBBB",2,1,16949,17031,17086,NA,17312,NA,17450
"123","PBBP",1,1,16949,NA,NA,NA,17312,17377,17450
"124","PBPB",1,1,16949,17031,17086,NA,17313,17376,17452
"125","PBPP",1,3,16948,17029,17085,17254,NA,17378,NA
"126","PBPPBB",1,2,16950,17030,17084,NA,NA,NA,NA
"127","PBPPPB",1,2,16950,17030,17084,NA,17311,17377,NA
"128","PPBPBP",1,1,16949,17031,NA,NA,NA,NA,NA
"129","PPPB",1,3,16948,17029,NA,NA,NA,NA,17450
"130","PPPPPB",1,1,16949,NA,NA,NA,NA,NA,NA
"131","PPPPPP",2,1,16949,NA,NA,17245,17312,NA,NA
"132","RGDDDD",1,3,16946,NA,NA,NA,17310,17375,NA
"133","RGDDDG",1,2,16945,17030,17087,NA,NA,NA,17449
"134","RGDDDY",1,3,16946,17029,NA,NA,NA,NA,NA
"135","RGDDGD",1,2,16945,17030,NA,NA,NA,NA,NA
"136","RGDDRG",1,2,16945,17030,NA,NA,17311,NA,NA
"137","RGDDYD",1,2,16945,NA,NA,NA,NA,NA,NA
"138","RGDGDD",1,2,16945,17030,17085,17243,17311,17374,17451
"139","RGDYDY",1,2,16945,NA,NA,NA,NA,NA,NA
"140","RGDYGD",1,2,16945,17030,NA,NA,NA,NA,NA
"141","RGDYRD",1,2,16945,17030,17085,NA,NA,NA,NA
"142","RGDYRG",2,2,16945,17030,NA,NA,NA,NA,NA
"143","RGDYRY",1,2,16945,17030,17085,17243,17311,17374,17451
"144","RGDYYR",1,2,16945,17030,17085,NA,NA,NA,NA
"145","RRY",2,2,16945,NA,NA,NA,NA,NA,NA
"146","RYDRGG",3,3,NA,NA,NA,NA,17312,NA,NA
"147","RYDRGY",2,3,NA,NA,NA,NA,17313,NA,NA
"148","RYDRRB",1,3,NA,NA,NA,NA,17312,NA,NA
"149","RYDRRD",1,1,NA,NA,NA,NA,17312,NA,NA
"150","RYDRRG",2,1,NA,NA,NA,NA,17312,NA,NA
"151","RYDRRR",2,2,NA,NA,NA,NA,17311,17374,17451
"152","RYDRYD",2,1,NA,NA,NA,NA,17313,NA,NA
"153","RYDRYP",1,1,NA,NA,NA,NA,17313,NA,17452
"154","RYDRYY",2,1,NA,NA,NA,NA,17313,17376,17452
"155","RYDYGB",3,2,NA,NA,NA,NA,NA,17377,17452
"156","RYDYPG",2,3,NA,NA,NA,NA,NA,17378,17450
"157","RYDYYG",3,2,NA,NA,NA,NA,NA,17377,17452
"158","RYDYYR",2,2,NA,NA,NA,NA,NA,17377,17452
"159","RYRBBD",2,1,NA,17031,17086,NA,17312,NA,NA
"160","RYRBBG",2,1,NA,17031,NA,NA,NA,NA,NA
"161","RYRBBP",2,1,NA,17031,NA,17245,17312,17377,NA
"162","RYRBBR",1,1,NA,17031,17086,17245,NA,NA,17450
"163","RYRBBY",2,1,NA,17031,17086,17245,NA,NA,17450
"164","RYRBDB",2,1,NA,17031,NA,NA,17312,NA,17450
"165","RYRBDG",2,1,NA,17031,NA,NA,17312,NA,NA
"166","RYRBDP",2,1,NA,17031,NA,NA,17312,17377,NA
"167","RYRBDR",1,1,NA,17031,NA,NA,NA,NA,NA
"168","RYRBGB",2,2,NA,17030,NA,NA,NA,NA,NA
"169","RYRBGD",1,2,NA,17030,17085,NA,17311,17374,17451
"170","RYRBGP",1,2,NA,17030,NA,NA,NA,NA,NA
"171","RYRBGY",2,2,NA,17030,NA,NA,NA,NA,NA
"172","RYRBPB",1,1,NA,17031,NA,NA,NA,NA,NA
"173","RYRBPD",2,1,NA,17031,NA,17245,NA,17377,17450
"174","RYRBPG",2,1,NA,17031,17086,17245,17312,17377,NA
"175","RYRBPR",1,1,NA,17031,17086,NA,17312,NA,NA
"176","RYRBRD",1,2,NA,17030,NA,17243,NA,17375,17451
"177","RYRBRR",1,2,NA,17030,NA,NA,NA,NA,NA
"178","RYRBYD",1,2,NA,17030,NA,NA,NA,NA,NA
"179","RYRBYP",2,1,NA,17031,NA,NA,NA,NA,NA
"180","RYRBYR",2,2,NA,17030,NA,NA,17311,17374,17451
"181","RYRBYY",1,2,NA,17030,NA,NA,NA,NA,NA
"182","RYRDDD",3,3,NA,17029,17085,NA,NA,NA,NA
"183","RYRDGB",2,3,NA,17029,17085,17254,NA,NA,NA
"184","RYRDGD",3,3,NA,17029,NA,NA,NA,NA,NA
"185","RYRDGP",1,3,NA,17029,17085,NA,17312,17378,17450
"186","RYRDGY",2,3,NA,17029,NA,NA,NA,NA,NA
"187","RYRDPG",1,3,NA,17029,NA,NA,17312,17378,17450
"188","RYRDPP",1,3,NA,17029,17085,17254,NA,NA,17450
"189","RYRDPR",1,3,NA,17029,NA,NA,NA,17378,17450
"190","RYRDRB",2,3,NA,17029,NA,17244,NA,NA,NA
"191","RYRDRD",1,3,NA,17029,17084,17244,NA,NA,17449
"192","RYRDRP",1,3,NA,17029,NA,17244,17310,17375,NA
"193","RYRDRR",1,3,NA,17029,NA,NA,NA,NA,NA
"194","RYRDRY",2,3,NA,17029,NA,17244,17310,17375,17449
"195","RYRDYD",2,3,NA,17029,NA,17254,NA,NA,NA
"196","RYRDYG",2,3,NA,17029,NA,NA,NA,NA,NA
"197","RYRDYR",1,3,NA,17029,17085,17254,NA,NA,NA
"198","RYRPBB",1,2,NA,17030,NA,NA,17310,NA,NA
"199","RYRPBD",2,2,NA,17030,NA,NA,NA,NA,NA
"200","RYRPBG",1,2,NA,17030,17087,NA,NA,NA,NA
"201","RYRPBR",1,2,NA,17030,NA,NA,NA,NA,NA
"202","RYRPBY",1,2,NA,17030,17087,17243,17310,17375,NA
"203","RYRPBYY",1,2,NA,NA,17087,NA,NA,17375,17451
"204","RYRPDD",1,2,NA,17030,17085,NA,NA,NA,NA
"205","RYRPDP",1,2,NA,17030,17087,NA,NA,NA,NA
"206","RYRPDR",2,2,NA,17030,NA,NA,NA,NA,NA
"207","RYRPDY",2,2,NA,17030,NA,NA,NA,NA,17451
"208","RYRPGB",1,2,NA,17030,17084,NA,17311,17377,NA
"209","RYRPGP",1,2,NA,17030,NA,17245,NA,NA,NA
"210","RYRPGR",1,3,NA,17029,NA,17254,NA,NA,NA
"211","RYRPGY",1,2,NA,17030,NA,NA,17311,NA,NA
"212","RYRPPB",2,2,NA,17030,NA,NA,17310,17375,NA
"213","RYRPPD",2,2,NA,17030,NA,NA,NA,NA,NA
"214","RYRPPG",1,2,NA,17030,NA,NA,NA,NA,NA
"215","RYRPPP",1,2,NA,17030,17087,NA,NA,NA,NA
"216","RYRPPR",1,2,NA,17030,NA,NA,NA,NA,NA
"217","RYRPRD",1,3,NA,17029,17085,NA,NA,NA,NA
"218","RYRPRG",2,3,NA,17029,17085,17254,17312,17378,NA
"219","RYRPRR",1,3,NA,17029,17085,NA,17312,17378,NA
"220","RYRPYB",1,2,NA,17030,NA,17245,NA,NA,NA
"221","RYRPYR",2,2,NA,17030,NA,17245,17311,17377,NA
"222","RYRYBD",3,3,NA,17029,17084,NA,NA,NA,NA
"223","RYRYBG",2,3,NA,17029,NA,NA,17310,17375,17449
"224","RYRYBR",3,3,NA,17029,NA,NA,NA,17375,NA
"225","RYRYBY",1,3,NA,17029,NA,NA,NA,NA,NA
"226","RYRYDD",2,3,NA,17029,17084,NA,17310,NA,17449
"227","RYRYDR",2,3,NA,17028,NA,NA,NA,NA,NA
"228","RYRYDY",2,3,NA,17028,NA,NA,NA,NA,NA
"229","RYRYGR",2,1,16948,NA,NA,NA,17313,NA,17452
"230","RYRYPG",2,3,NA,17029,NA,NA,17310,NA,NA
"231","RYRYPP",2,3,NA,17029,17084,NA,17310,NA,17449
"232","RYRYPR",2,3,NA,17029,17084,17244,17310,17375,17449
"233","RYRYYD",2,3,NA,17028,NA,17244,17313,17376,17449
"234","RYRYYG",1,3,NA,17028,NA,NA,17310,17375,NA
"235","RYRYYP",2,3,NA,17028,NA,17244,17313,17376,NA
"236","RYRYYY",2,3,NA,17028,NA,NA,NA,NA,17449
"237","RYYBBP",1,2,NA,NA,NA,NA,17311,17374,17451
"238","RYYBBR",1,2,NA,NA,NA,NA,17311,NA,NA
"239","RYYBDD",2,3,NA,NA,NA,NA,17310,NA,17449
"240","RYYBDR",1,2,NA,NA,NA,NA,17310,17375,NA
"241","RYYBGB",1,2,NA,NA,NA,NA,17310,NA,NA
"242","RYYDBB",2,2,NA,NA,17087,NA,NA,17375,NA
"243","RYYDBD",2,2,NA,NA,17087,17243,NA,NA,NA
"244","RYYDBG",2,2,NA,NA,17087,17243,NA,NA,NA
"245","RYYDBP",1,2,NA,NA,17087,17243,17310,NA,NA
"246","RYYDBR",2,2,NA,NA,17087,17243,17310,17375,NA
"247","RYYDBY",1,2,NA,NA,17087,17243,NA,17375,17451
"248","RYYDDG",3,1,NA,NA,17086,NA,17313,NA,17452
"249","RYYDDP",3,1,NA,NA,17086,17253,NA,NA,17452
"250","RYYDGD",1,1,NA,NA,17086,NA,NA,NA,NA
"251","RYYDGR",2,1,NA,NA,17086,17245,17312,NA,17450
"252","RYYDPG",3,1,NA,NA,17086,NA,NA,NA,17452
"253","RYYDPP",2,2,NA,NA,17087,NA,NA,17375,NA
"254","RYYDPR",2,1,NA,NA,17086,17253,17313,NA,NA
"255","RYYDRD",2,1,NA,NA,17086,NA,NA,17377,NA
"256","RYYDRG",2,1,NA,NA,17086,NA,NA,NA,NA
"257","RYYDRP",1,1,NA,NA,17086,17245,17312,17377,17450
"258","RYYDRR",1,1,NA,NA,17086,NA,NA,NA,NA
"259","RYYDRY",2,1,NA,NA,17086,17245,17312,17377,NA
"260","RYYDYB",2,1,NA,NA,17086,NA,17313,17376,17452
"261","RYYDYG",1,1,NA,NA,17086,NA,17312,17377,NA
"262","RYYDYP",3,1,NA,NA,17086,17253,NA,NA,NA
"263","RYYDYY",2,1,NA,NA,17086,NA,NA,NA,NA
"264","RYYGBB",2,2,NA,NA,17085,NA,NA,NA,NA
"265","RYYGDP",2,3,NA,NA,17084,NA,NA,17375,17449
"266","RYYGDY",2,3,NA,NA,17084,NA,17310,17375,17449
"267","RYYGGB",2,1,NA,17031,NA,NA,NA,17376,17452
"268","RYYGGY",2,1,NA,17031,17086,NA,NA,NA,NA
"269","RYYGPD",1,3,NA,NA,17084,NA,17313,17376,17449
"270","RYYGPG",2,3,NA,NA,17084,NA,NA,NA,NA
"271","RYYGPR",2,3,NA,NA,17084,NA,NA,NA,NA
"272","RYYGPY",2,3,NA,NA,17084,NA,17313,17376,17449
"273","RYYGRB",3,1,NA,17031,NA,NA,NA,NA,17452
"274","RYYGRD",2,1,NA,17031,17086,17253,NA,NA,NA
"275","RYYGRG",3,1,NA,17031,17086,NA,NA,17376,NA
"276","RYYGRP",1,1,NA,17031,17086,NA,17313,NA,NA
"277","RYYGRR",2,1,NA,17031,NA,17253,17313,17376,17452
"278","RYYGRY",3,1,NA,17031,17086,17253,NA,17376,17452
"279","RYYGYR",3,1,NA,17031,17086,17253,17313,17376,NA
"280","RYYPRR",3,2,NA,NA,17087,17243,NA,17375,NA
"281","RYYPYB",1,1,NA,NA,NA,17245,NA,17377,17450
"282","RYYPYY",1,1,NA,NA,NA,17245,NA,NA,NA
"283","RYYRBB",2,1,NA,17031,NA,17253,17313,17376,17452
"284","RYYRBD",1,1,NA,17031,17086,NA,NA,NA,NA
"285","RYYRBG",1,1,NA,17031,NA,NA,NA,NA,NA
"286","RYYRBR",1,1,NA,17031,NA,17253,NA,17376,NA
"287","RYYRBY",1,1,NA,17031,NA,NA,NA,17376,NA
"288","RYYRDB",2,1,NA,17031,17086,17245,17312,17377,NA
"289","RYYRDG",1,2,NA,17030,NA,17244,NA,17375,17449
"290","RYYRDP",2,1,NA,17031,17086,NA,NA,NA,NA
"291","RYYRGG",2,2,NA,17030,NA,NA,NA,NA,NA
"292","RYYRGP",1,2,NA,17030,17085,NA,17311,NA,NA
"293","RYYRGY",1,2,NA,17030,17085,NA,NA,NA,NA
"294","RYYRPB",1,1,NA,17031,NA,NA,NA,NA,NA
"295","RYYRPR",1,1,NA,17031,NA,NA,NA,NA,NA
"296","RYYRPY",1,1,NA,17031,17086,NA,NA,17377,17450
"297","RYYRRD",1,2,NA,17030,NA,NA,NA,NA,NA
"298","RYYRRG",1,2,NA,17030,17085,NA,NA,NA,NA
"299","RYYRYD",1,2,NA,17030,17085,NA,NA,NA,NA
"300","RYYRYR",2,2,NA,17030,17085,17244,NA,17375,NA
"301","RYYRYY",2,2,NA,17030,17085,NA,NA,NA,NA
"302","RYYYBG",2,1,NA,NA,17086,NA,NA,NA,NA
"303","RYYYBP",1,1,NA,NA,17086,NA,17312,17377,17450
"304","RYYYBR",3,3,NA,NA,17085,NA,17312,NA,NA
"305","RYYYBY",2,1,NA,NA,17086,17245,17312,17377,17450
"306","RYYYDD",1,3,NA,NA,17085,NA,NA,NA,NA
"307","RYYYDG",2,3,NA,NA,17085,NA,NA,17378,NA
"308","RYYYDP",3,3,NA,NA,17085,17254,NA,NA,17450
"309","RYYYDR",3,3,NA,NA,17085,17254,NA,NA,NA
"310","RYYYDY",2,3,NA,NA,17085,17254,NA,NA,NA
"311","RYYYGB",2,2,NA,NA,17085,NA,NA,NA,NA
"312","RYYYGD",1,2,NA,NA,17085,NA,NA,NA,NA
"313","RYYYGP",2,2,NA,NA,17085,NA,NA,17374,NA
"314","RYYYGR",3,2,NA,NA,17085,NA,NA,17374,NA
"315","RYYYPR",2,3,NA,NA,17085,NA,NA,17378,17450
"316","RYYYRB",1,2,NA,NA,17085,NA,17311,17374,17451
"317","RYYYRD",2,2,NA,NA,17085,NA,NA,NA,NA
"318","RYYYRP",1,2,NA,NA,17085,NA,NA,NA,NA
"319","RYYYRY",2,2,NA,NA,17085,NA,17311,NA,NA
"320","RYYYYB",1,3,NA,NA,17085,17254,NA,17378,17450
"321","RYYYYP",3,3,NA,NA,17085,NA,NA,NA,NA
