"","id","CL","TR","1","2","3","4","5","6","7"
"216","RYRPPG",1,2,NA,1,0,0,0,0,0
"217","RYRPPP",1,2,NA,1,1,0,0,0,0
"218","RYRPPR",1,2,NA,1,0,0,0,0,0
"219","RYRPRD",1,3,NA,1,1,0,0,0,0
"220","RYRPRG",2,3,NA,1,1,1,1,1,0
"221","RYRPRP",1,3,NA,1,1,0,1,1,1
"222","RYRPRR",1,3,NA,1,1,0,1,1,0
"223","RYRPYB",1,2,NA,1,0,1,0,0,0
"224","RYRPYD",1,2,NA,1,0,1,1,0,0
"225","RYRPYR",2,2,NA,1,0,1,1,1,0
"226","RYRYBD",3,3,NA,1,1,0,0,0,0
"227","RYRYBG",2,3,NA,1,0,0,1,1,1
"228","RYRYBR",3,3,NA,1,0,0,0,1,0
"229","RYRYBY",1,3,NA,1,0,0,0,0,0
"230","RYRYDD",2,3,NA,1,1,0,1,0,1
"231","RYRYDR",2,3,NA,1,0,0,0,0,0
"232","RYRYDY",2,3,NA,1,0,0,0,0,0
"233","RYRYGD",1,3,1,0,0,0,1,1,0
"234","RYRYGR",2,1,1,0,0,0,1,0,1
"235","RYRYPG",2,3,NA,1,0,0,1,0,0
"236","RYRYPP",2,3,NA,1,1,0,1,0,1
"237","RYRYPR",2,3,NA,1,1,1,1,1,1
"238","RYRYYD",2,3,NA,1,0,1,1,1,1
"239","RYRYYG",1,3,NA,1,0,0,1,1,0
"240","RYRYYP",2,3,NA,1,0,1,1,1,0
"241","RYRYYY",2,3,NA,1,0,0,0,0,1
"242","RYYBBP",1,2,NA,NA,NA,NA,1,1,1
"243","RYYBBR",1,2,NA,NA,NA,NA,1,0,0
"244","RYYBDD",2,3,NA,NA,NA,NA,1,0,1
"245","RYYBDR",1,2,NA,NA,NA,NA,1,1,0
"246","RYYBGB",1,2,NA,NA,NA,NA,1,0,0
"247","RYYDBB",2,2,NA,NA,1,0,0,1,0
"248","RYYDBD",2,2,NA,NA,1,1,0,0,0
"249","RYYDBG",2,2,NA,NA,1,1,0,0,0
"250","RYYDBP",1,2,NA,NA,1,1,1,0,0
"251","RYYDBR",2,2,NA,NA,1,1,1,1,0
"252","RYYDBY",1,2,NA,NA,1,1,0,1,1
"253","RYYDDB",1,1,NA,NA,1,0,0,0,0
"254","RYYDDG",3,1,NA,NA,1,0,1,0,1
"255","RYYDDP",3,1,NA,NA,1,1,0,0,1
"256","RYYDGD",1,1,NA,NA,1,0,0,0,0
"257","RYYDGR",2,1,NA,NA,1,1,1,0,1
"258","RYYDPG",3,1,NA,NA,1,0,0,0,1
"259","RYYDPP",2,2,NA,NA,1,0,0,1,0
"260","RYYDPR",2,1,NA,NA,1,1,1,0,0
"261","RYYDRD",2,1,NA,NA,1,0,0,1,0
"262","RYYDRG",2,1,NA,NA,1,0,0,0,0
"263","RYYDRP",1,1,NA,NA,1,1,1,1,1
"264","RYYDRR",1,1,NA,NA,1,0,0,0,0
"265","RYYDRY",2,1,NA,NA,1,1,1,1,0
"266","RYYDYB",3,1,NA,NA,1,0,1,1,1
"267","RYYDYG",1,1,NA,NA,1,0,1,1,0
"268","RYYDYP",3,1,NA,NA,1,1,0,0,0
"269","RYYDYY",3,1,NA,NA,1,0,0,0,0
"270","RYYGBB",2,2,NA,NA,1,0,0,0,0
"271","RYYGDP",2,3,NA,NA,1,0,0,1,1
"272","RYYGDY",2,3,NA,NA,1,0,1,1,1
"273","RYYGGB",2,1,NA,1,0,0,0,1,1
"274","RYYGPD",1,3,NA,NA,1,0,1,1,1
"275","RYYGPG",3,3,NA,NA,1,0,0,0,0
"276","RYYGPR",2,3,NA,NA,1,0,0,0,0
"277","RYYGPY",2,3,NA,NA,1,0,1,1,1
"278","RYYGRB",3,1,NA,1,0,0,0,0,1
"279","RYYGRD",2,1,NA,1,1,1,0,0,0
"280","RYYGRG",3,1,NA,1,1,0,0,1,0
"281","RYYGRP",1,1,NA,1,1,0,1,0,0
"282","RYYGRR",2,1,NA,1,0,1,1,1,1
"283","RYYGRY",3,1,NA,1,1,1,0,1,1
"284","RYYGYR",3,1,NA,1,1,1,1,1,0
"285","RYYPRR",3,2,NA,NA,1,1,0,1,0
"286","RYYPYB",1,1,NA,NA,NA,1,0,1,1
"287","RYYPYY",1,1,NA,NA,NA,1,0,0,0
"288","RYYRBB",2,1,NA,1,0,1,1,1,1
"289","RYYRBG",1,1,NA,1,0,0,0,0,0
"290","RYYRBR",1,1,NA,1,0,1,0,1,0
"291","RYYRBY",1,1,NA,1,0,0,0,1,0
"292","RYYRDB",2,1,NA,1,1,1,1,1,0
"293","RYYRDG",1,2,NA,1,0,1,0,1,1
"294","RYYRDP",2,1,NA,1,1,0,0,0,0
"295","RYYRGG",2,2,NA,1,0,0,0,0,0
"296","RYYRGP",1,2,NA,1,1,0,1,0,0
"297","RYYRGY",1,2,NA,1,1,0,0,0,0
"298","RYYRPB",1,1,NA,1,0,0,0,0,0
"299","RYYRPD",1,1,NA,1,1,1,0,1,0
"300","RYYRPR",1,1,NA,1,0,0,0,0,0
"301","RYYRPY",1,1,NA,1,1,0,0,1,1
"302","RYYRRD",1,2,NA,1,0,0,0,0,0
"303","RYYRRG",1,2,NA,1,1,0,0,0,0
"304","RYYRRR",1,2,NA,1,0,1,0,1,1
"305","RYYRRY",2,2,NA,1,0,1,0,1,0
"306","RYYRYD",1,2,NA,1,1,0,0,0,0
"307","RYYRYR",2,2,NA,1,1,1,0,1,0
"308","RYYRYY",2,2,NA,1,1,0,0,0,0
"309","RYYYBG",3,1,NA,NA,1,0,0,0,0
"310","RYYYBR",3,3,NA,NA,1,0,1,0,0
"311","RYYYBY",2,1,NA,NA,1,1,1,1,1
"312","RYYYDD",1,3,NA,NA,1,0,0,0,0
