"","id","CL","TR","1","2","3","4","5","6","7"
"35","0GPY",3,3,850,NA,NA,NA,NA,NA,NA
"36","0GRB",3,1,570,570,NA,NA,NA,NA,NA
"37","0GRD",2,3,470,NA,NA,NA,NA,NA,NA
"38","0GRG",2,3,470,NA,NA,NA,500,510,510
"39","0GRP",2,3,490,NA,490,500,NA,490,NA
"40","0GRR",2,3,440,440,NA,NA,460,440,NA
"41","0GRY",2,3,470,NA,NA,NA,NA,NA,NA
"42","0GYB",3,3,740,740,NA,740,740,NA,NA
"43","0GYD",2,1,680,670,670,NA,NA,NA,NA
"44","0GYG",3,1,680,NA,NA,680,690,690,690
"45","0GYP",1,3,730,NA,NA,NA,NA,NA,NA
"46","0GYR",3,1,650,NA,NA,660,NA,660,660
"47","0GYY",3,1,680,NA,NA,NA,680,690,680
"48","0RBB",3,1,570,NA,NA,570,560,NA,NA
"49","0RBD",2,3,430,NA,NA,NA,NA,NA,NA
"50","0RBG",3,3,390,NA,NA,NA,NA,NA,NA
"51","0RBP",2,1,560,NA,NA,NA,NA,NA,NA
"52","0RBY",2,3,390,NA,NA,NA,NA,NA,NA
"53","0RDB",2,3,310,310,310,NA,NA,NA,NA
"54","0RDD",3,2,230,NA,NA,NA,NA,NA,NA
"55","0RDG",2,2,230,NA,240,240,180,NA,NA
"56","0RDP",3,3,310,NA,NA,NA,360,360,NA
"57","0RDR",2,2,230,230,NA,NA,NA,240,NA
"58","0RDY",2,2,230,NA,NA,NA,NA,NA,NA
"59","0RGB",1,2,170,180,180,NA,NA,150,NA
"60","0RGD",1,2,150,NA,NA,150,80,NA,80
"61","0RGG",1,2,80,60,80,NA,NA,NA,NA
"62","0RGP",3,2,160,NA,NA,NA,NA,NA,NA
"63","0RGR",3,2,70,NA,NA,NA,NA,NA,NA
"64","0RGY",2,2,100,NA,120,120,120,NA,90
"65","0RPB",3,3,380,NA,NA,NA,NA,NA,NA
"66","0RPD",2,3,370,NA,370,NA,NA,380,NA
"67","0RPG",3,3,330,NA,NA,NA,NA,NA,NA
"68","0RPP",2,3,380,NA,NA,NA,NA,NA,NA
"69","0RPR",2,3,320,NA,NA,NA,320,320,320
"70","0RPY",2,3,350,360,360,NA,330,330,320
"71","0RRB",2,2,100,NA,NA,80,80,60,60
"72","0RRD",2,2,60,60,NA,NA,NA,NA,NA
"73","0RRG",3,2,40,NA,NA,NA,NA,NA,NA
"74","0RRP",3,2,90,NA,NA,NA,NA,NA,NA
"75","0RRR",1,2,40,NA,40,NA,40,40,40
"76","0RRY",2,2,40,40,40,40,NA,NA,NA
"77","0RYB",2,2,230,230,230,NA,190,NA,180
"78","0RYD",3,2,200,NA,NA,NA,NA,210,210
"79","0RYG",2,2,200,200,190,NA,NA,NA,NA
"80","0RYR",3,2,190,190,NA,NA,NA,NA,NA
"81","0RYY",1,2,200,200,NA,200,190,NA,NA
"82","0YBD",3,3,NA,740,NA,NA,NA,NA,NA
"83","0YBG",3,3,NA,730,NA,NA,NA,NA,NA
"84","0YBR",3,3,NA,470,520,NA,NA,NA,NA
"85","0YBY",3,3,NA,740,NA,NA,760,770,790
"86","0YDB",1,2,1300,1300,NA,NA,1230,1220,1250
"87","0YDD",1,1,1090,NA,NA,NA,NA,NA,NA
"88","0YDG",1,1,1080,NA,1080,NA,NA,NA,NA
"89","0YDP",2,2,1270,1280,NA,NA,NA,NA,NA
"90","0YDR",1,1,1070,NA,1070,NA,NA,NA,1070
"91","0YDY",2,1,1080,NA,1080,NA,NA,NA,NA
"92","0YGB",1,1,1020,NA,NA,NA,NA,NA,NA
"93","0YGD",2,1,1000,NA,NA,NA,NA,NA,NA
"94","0YGG",2,1,990,NA,1000,NA,NA,NA,1000
"95","0YGP",2,1,1020,NA,1030,1050,NA,1040,1040
"96","0YGR",1,1,990,NA,NA,NA,NA,NA,NA
"97","0YGY",2,1,1000,NA,NA,NA,NA,NA,NA
"98","0YPB",3,1,NA,1000,NA,1000,1000,NA,NA
"99","0YPD",3,2,NA,40,40,80,NA,20,30
"100","0YPG",3,2,NA,190,NA,NA,NA,NA,NA
"101","0YPP",2,2,NA,70,90,NA,NA,NA,NA
"102","0YPR",3,3,NA,880,NA,NA,NA,NA,880
"103","0YPY",2,2,NA,200,NA,200,200,190,NA
"104","0YRB",1,1,990,NA,1000,NA,1010,1000,1000
"105","0YRD",2,1,980,990,990,NA,NA,NA,NA
"106","0YRG",2,1,970,NA,970,970,970,980,970
"107","0YRP",1,1,980,NA,NA,NA,NA,NA,NA
"108","0YRR",1,1,960,NA,960,970,960,NA,960
"109","0YRY",1,1,980,980,980,990,990,990,NA
"110","0YYB",2,1,1070,1070,1070,1070,NA,NA,NA
"111","0YYD",1,1,1040,1040,NA,1060,1060,NA,1040
"112","0YYG",2,1,1030,1030,NA,1020,NA,NA,NA
"113","0YYP",2,1,1050,NA,NA,NA,NA,1040,NA
"114","0YYR",3,1,1020,NA,NA,1050,NA,NA,NA
"115","0YYY",2,1,1040,NA,NA,NA,NA,NA,NA
"116","BBBB",1,1,1030,1030,NA,NA,NA,NA,NA
"117","BPBB",1,1,1000,1000,1000,NA,1000,NA,NA
"118","BPBP",1,1,1000,1000,NA,NA,NA,NA,NA
"119","BPPPBB",1,2,NA,NA,140,NA,90,90,90
"120","BPPPPB",2,2,NA,NA,120,120,NA,100,NA
"121","BPPPPP",1,2,NA,NA,120,NA,NA,NA,NA
"122","PBBB",2,1,940,940,940,NA,930,NA,940
"123","PBBP",1,1,930,NA,NA,NA,940,940,940
"124","PBPB",1,1,920,920,940,NA,680,680,680
"125","PBPP",1,3,890,890,890,890,NA,810,NA
"126","PBPPBB",1,2,1230,1220,1230,NA,NA,NA,NA
"127","PBPPPB",1,2,1210,1250,1250,NA,1250,1250,NA
"128","PPBPBP",1,1,1080,1080,NA,NA,NA,NA,NA
"129","PPPB",1,3,820,820,NA,NA,NA,NA,850
"130","PPPPPB",1,1,1040,NA,NA,NA,NA,NA,NA
"131","PPPPPP",2,1,1030,NA,NA,920,930,NA,NA
"132","RGDDDD",1,3,330,NA,NA,NA,330,330,NA
"133","RGDDDG",1,2,230,230,220,NA,NA,NA,150
"134","RGDDDY",1,3,310,310,NA,NA,NA,NA,NA
"135","RGDDGD",1,2,190,190,NA,NA,NA,NA,NA
"136","RGDDRG",1,2,170,150,NA,NA,80,NA,NA
"137","RGDDYD",1,2,210,NA,NA,NA,NA,NA,NA
"138","RGDGDD",1,2,10,20,20,20,20,30,30
"139","RGDYDY",1,2,120,NA,NA,NA,NA,NA,NA
"140","RGDYGD",1,2,90,90,NA,NA,NA,NA,NA
"141","RGDYRD",1,2,40,40,40,NA,NA,NA,NA
"142","RGDYRG",2,2,40,40,NA,NA,NA,NA,NA
"143","RGDYRY",1,2,40,20,20,20,20,30,30
"144","RGDYYR",1,2,100,100,120,NA,NA,NA,NA
"145","RRY",2,2,40,NA,NA,NA,NA,NA,NA
"146","RYDRGG",3,3,NA,NA,NA,NA,870,NA,NA
"147","RYDRGY",2,3,NA,NA,NA,NA,410,NA,NA
"148","RYDRRB",1,3,NA,NA,NA,NA,800,NA,NA
"149","RYDRRD",1,1,NA,NA,NA,NA,1050,NA,NA
"150","RYDRRG",2,1,NA,NA,NA,NA,940,NA,NA
"151","RYDRRR",2,2,NA,NA,NA,NA,80,90,90
"152","RYDRYD",2,1,NA,NA,NA,NA,640,NA,NA
"153","RYDRYP",1,1,NA,NA,NA,NA,670,NA,680
"154","RYDRYY",2,1,NA,NA,NA,NA,610,660,640
"155","RYDYGB",3,2,NA,NA,NA,NA,NA,1290,1290
"156","RYDYPG",2,3,NA,NA,NA,NA,NA,870,850
"157","RYDYYG",3,2,NA,NA,NA,NA,NA,1300,1280
"158","RYDYYR",2,2,NA,NA,NA,NA,NA,1290,1290
"159","RYRBBD",2,1,NA,990,990,NA,990,NA,NA
"160","RYRBBG",2,1,NA,950,NA,NA,NA,NA,NA
"161","RYRBBP",2,1,NA,990,NA,990,990,990,NA
"162","RYRBBR",1,1,NA,940,940,950,NA,NA,940
"163","RYRBBY",2,1,NA,960,970,960,NA,NA,930
"164","RYRBDB",2,1,NA,990,NA,NA,990,NA,1010
"165","RYRBDG",2,1,NA,920,NA,NA,930,NA,NA
"166","RYRBDP",2,1,NA,970,NA,NA,990,990,NA
"167","RYRBDR",1,1,NA,920,NA,NA,NA,NA,NA
"168","RYRBGB",2,2,NA,170,NA,NA,NA,NA,NA
"169","RYRBGD",1,2,NA,20,40,NA,20,30,30
"170","RYRBGP",1,2,NA,60,NA,NA,NA,NA,NA
"171","RYRBGY",2,2,NA,20,NA,NA,NA,NA,NA
"172","RYRBPB",1,1,NA,920,NA,NA,NA,NA,NA
"173","RYRBPD",2,1,NA,1090,NA,1090,NA,1090,1090
"174","RYRBPG",2,1,NA,1010,990,990,990,1010,NA
"175","RYRBPR",1,1,NA,1000,930,NA,920,NA,NA
"176","RYRBRD",1,2,NA,240,NA,240,NA,240,240
"177","RYRBRR",1,2,NA,230,NA,NA,NA,NA,NA
"178","RYRBYD",1,2,NA,60,NA,NA,NA,NA,NA
"179","RYRBYP",2,1,NA,900,NA,NA,NA,NA,NA
"180","RYRBYR",2,2,NA,80,NA,NA,90,80,70
"181","RYRBYY",1,2,NA,40,NA,NA,NA,NA,NA
"182","RYRDDD",3,3,NA,820,840,NA,NA,NA,NA
"183","RYRDGB",2,3,NA,760,760,750,NA,NA,NA
"184","RYRDGD",3,3,NA,730,NA,NA,NA,NA,NA
"185","RYRDGP",1,3,NA,750,750,NA,750,740,770
"186","RYRDGY",2,3,NA,730,NA,NA,NA,NA,NA
"187","RYRDPG",1,3,NA,830,NA,NA,840,850,850
"188","RYRDPP",1,3,NA,840,840,850,NA,NA,830
"189","RYRDPR",1,3,NA,830,NA,NA,NA,830,800
"190","RYRDRB",2,3,NA,390,NA,380,NA,NA,NA
"191","RYRDRD",1,3,NA,350,360,350,NA,NA,360
"192","RYRDRP",1,3,NA,350,NA,370,370,360,NA
"193","RYRDRR",1,3,NA,400,NA,NA,NA,NA,NA
"194","RYRDRY",2,3,NA,350,NA,350,360,350,360
"195","RYRDYD",2,3,NA,780,NA,790,NA,NA,NA
"196","RYRDYG",2,3,NA,770,NA,NA,NA,NA,NA
"197","RYRDYR",1,3,NA,770,770,770,NA,NA,NA
"198","RYRPBB",1,2,NA,230,NA,NA,200,NA,NA
"199","RYRPBD",2,2,NA,210,NA,NA,NA,NA,NA
"200","RYRPBG",1,2,NA,210,200,NA,NA,NA,NA
"201","RYRPBR",1,2,NA,210,NA,NA,NA,NA,NA
"202","RYRPBY",1,2,NA,210,210,220,210,210,NA
"203","RYRPBYY",1,2,NA,NA,230,NA,NA,230,230
"204","RYRPDD",1,2,NA,180,140,NA,NA,NA,NA
"205","RYRPDP",1,2,NA,180,180,NA,NA,NA,NA
"206","RYRPDR",2,2,NA,160,NA,NA,NA,NA,NA
"207","RYRPDY",2,2,NA,180,NA,NA,NA,NA,190
"208","RYRPGB",1,2,NA,1270,1280,NA,1290,1340,NA
"209","RYRPGP",1,2,NA,1270,NA,1270,NA,NA,NA
"210","RYRPGR",1,3,NA,890,NA,890,NA,NA,NA
"211","RYRPGY",1,2,NA,1250,NA,NA,1290,NA,NA
"212","RYRPPB",2,2,NA,210,NA,NA,150,150,NA
"213","RYRPPD",2,2,NA,200,NA,NA,NA,NA,NA
"214","RYRPPG",1,2,NA,200,NA,NA,NA,NA,NA
"215","RYRPPP",1,2,NA,210,210,NA,NA,NA,NA
"216","RYRPPR",1,2,NA,200,NA,NA,NA,NA,NA
"217","RYRPRD",1,3,NA,880,890,NA,NA,NA,NA
"218","RYRPRG",2,3,NA,860,830,830,840,840,NA
"219","RYRPRR",1,3,NA,860,870,NA,850,870,NA
"220","RYRPYB",1,2,NA,1340,NA,1340,NA,NA,NA
"221","RYRPYR",2,2,NA,1270,NA,1270,1290,1350,NA
"222","RYRYBD",3,3,NA,380,370,NA,NA,NA,NA
"223","RYRYBG",2,3,NA,370,NA,NA,360,370,350
"224","RYRYBR",3,3,NA,360,NA,NA,NA,400,NA
"225","RYRYBY",1,3,NA,370,NA,NA,NA,NA,NA
"226","RYRYDD",2,3,NA,320,320,NA,320,NA,320
"227","RYRYDR",2,3,NA,500,NA,NA,NA,NA,NA
"228","RYRYDY",2,3,NA,470,NA,NA,NA,NA,NA
"229","RYRYGR",2,1,670,NA,NA,NA,690,NA,690
"230","RYRYPG",2,3,NA,340,NA,NA,320,NA,NA
"231","RYRYPP",2,3,NA,350,350,NA,350,NA,370
"232","RYRYPR",2,3,NA,340,350,380,380,390,380
"233","RYRYYD",2,3,NA,440,NA,450,440,460,440
"234","RYRYYG",1,3,NA,410,NA,NA,360,360,NA
"235","RYRYYP",2,3,NA,470,NA,470,470,480,NA
"236","RYRYYY",2,3,NA,410,NA,NA,NA,NA,400
"237","RYYBBP",1,2,NA,NA,NA,NA,20,20,30
"238","RYYBBR",1,2,NA,NA,NA,NA,60,NA,NA
"239","RYYBDD",2,3,NA,NA,NA,NA,380,NA,370
"240","RYYBDR",1,2,NA,NA,NA,NA,190,200,NA
"241","RYYBGB",1,2,NA,NA,NA,NA,100,NA,NA
"242","RYYDBB",2,2,NA,NA,230,NA,NA,230,NA
"243","RYYDBD",2,2,NA,NA,220,220,NA,NA,NA
"244","RYYDBG",2,2,NA,NA,210,210,NA,NA,NA
"245","RYYDBP",1,2,NA,NA,230,190,180,NA,NA
"246","RYYDBR",2,2,NA,NA,200,200,190,190,NA
"247","RYYDBY",1,2,NA,NA,220,240,NA,230,230
"248","RYYDDG",3,1,NA,NA,600,NA,610,NA,610
"249","RYYDDP",3,1,NA,NA,650,660,NA,NA,690
"250","RYYDGD",1,1,NA,NA,1030,NA,NA,NA,NA
"251","RYYDGR",2,1,NA,NA,990,990,990,NA,1010
"252","RYYDPG",3,1,NA,NA,660,NA,NA,NA,660
"253","RYYDPP",2,2,NA,NA,180,NA,NA,150,NA
"254","RYYDPR",2,1,NA,NA,660,660,660,NA,NA
"255","RYYDRD",2,1,NA,NA,970,NA,NA,980,NA
"256","RYYDRG",2,1,NA,NA,950,NA,NA,NA,NA
"257","RYYDRP",1,1,NA,NA,970,980,980,980,980
"258","RYYDRR",1,1,NA,NA,950,NA,NA,NA,NA
"259","RYYDRY",2,1,NA,NA,970,990,990,1010,NA
"260","RYYDYB",2,1,NA,NA,590,NA,610,590,590
"261","RYYDYG",1,1,NA,NA,1090,NA,1090,1090,NA
"262","RYYDYP",3,1,NA,NA,580,590,NA,NA,NA
"263","RYYDYY",2,1,NA,NA,1090,NA,NA,NA,NA
"264","RYYGBB",2,2,NA,NA,20,NA,NA,NA,NA
"265","RYYGDP",2,3,NA,NA,390,NA,NA,400,400
"266","RYYGDY",2,3,NA,NA,330,NA,350,350,350
"267","RYYGGB",2,1,NA,630,NA,NA,NA,610,610
"268","RYYGGY",2,1,NA,600,600,NA,NA,NA,NA
"269","RYYGPD",1,3,NA,NA,480,NA,490,490,460
"270","RYYGPG",2,3,NA,NA,450,NA,NA,NA,NA
"271","RYYGPR",2,3,NA,NA,440,NA,NA,NA,NA
"272","RYYGPY",2,3,NA,NA,470,NA,450,440,450
"273","RYYGRB",3,1,NA,670,NA,NA,NA,NA,690
"274","RYYGRD",2,1,NA,660,660,660,NA,NA,NA
"275","RYYGRG",3,1,NA,640,650,NA,NA,660,NA
"276","RYYGRP",1,1,NA,660,660,NA,660,NA,NA
"277","RYYGRR",2,1,NA,640,NA,650,640,650,640
"278","RYYGRY",3,1,NA,640,650,650,NA,650,640
"279","RYYGYR",3,1,NA,630,610,610,610,610,NA
"280","RYYPRR",3,2,NA,NA,240,240,NA,230,NA
"281","RYYPYB",1,1,NA,NA,NA,1030,NA,1030,1020
"282","RYYPYY",1,1,NA,NA,NA,990,NA,NA,NA
"283","RYYRBB",2,1,NA,620,NA,620,630,630,620
"284","RYYRBD",1,1,NA,580,570,NA,NA,NA,NA
"285","RYYRBG",1,1,NA,560,NA,NA,NA,NA,NA
"286","RYYRBR",1,1,NA,560,NA,570,NA,580,NA
"287","RYYRBY",1,1,NA,580,NA,NA,NA,590,NA
"288","RYYRDB",2,1,NA,1000,1000,1010,1010,1010,NA
"289","RYYRDG",1,2,NA,150,NA,150,NA,150,150
"290","RYYRDP",2,1,NA,930,940,NA,NA,NA,NA
"291","RYYRGG",2,2,NA,110,NA,NA,NA,NA,NA
"292","RYYRGP",1,2,NA,120,40,NA,60,NA,NA
"293","RYYRGY",1,2,NA,110,70,NA,NA,NA,NA
"294","RYYRPB",1,1,NA,1090,NA,NA,NA,NA,NA
"295","RYYRPR",1,1,NA,1020,NA,NA,NA,NA,NA
"296","RYYRPY",1,1,NA,1070,1090,NA,NA,1070,1080
"297","RYYRRD",1,2,NA,100,NA,NA,NA,NA,NA
"298","RYYRRG",1,2,NA,80,70,NA,NA,NA,NA
"299","RYYRYD",1,2,NA,140,130,NA,NA,NA,NA
"300","RYYRYR",2,2,NA,100,100,100,NA,120,NA
"301","RYYRYY",2,2,NA,140,120,NA,NA,NA,NA
"302","RYYYBG",2,1,NA,NA,920,NA,NA,NA,NA
"303","RYYYBP",1,1,NA,NA,940,NA,940,940,940
"304","RYYYBR",3,3,NA,NA,880,NA,770,NA,NA
"305","RYYYBY",2,1,NA,NA,930,940,930,940,940
"306","RYYYDD",1,3,NA,NA,770,NA,NA,NA,NA
"307","RYYYDG",2,3,NA,NA,760,NA,NA,770,NA
"308","RYYYDP",3,3,NA,NA,770,770,NA,NA,800
"309","RYYYDR",3,3,NA,NA,740,770,NA,NA,NA
"310","RYYYDY",2,3,NA,NA,760,770,NA,NA,NA
"311","RYYYGB",2,2,NA,NA,90,NA,NA,NA,NA
"312","RYYYGD",1,2,NA,NA,90,NA,NA,NA,NA
"313","RYYYGP",2,2,NA,NA,90,NA,NA,80,NA
"314","RYYYGR",3,2,NA,NA,40,NA,NA,40,NA
"315","RYYYPR",2,3,NA,NA,770,NA,NA,780,780
"316","RYYYRB",1,2,NA,NA,40,NA,40,40,40
"317","RYYYRD",2,2,NA,NA,40,NA,NA,NA,NA
"318","RYYYRP",1,2,NA,NA,40,NA,NA,NA,NA
"319","RYYYRY",2,2,NA,NA,40,NA,40,NA,NA
"320","RYYYYB",1,3,NA,NA,740,750,NA,720,790
"321","RYYYYP",3,3,NA,NA,740,NA,NA,NA,NA
