"","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"pi[4,3]",0.643354154666667,0.0885707687390942,0.47291935,0.6461115,0.811658875,1,927
"pi[5,3]",0.791566788,0.0927501225828973,0.5938021,0.7949405,0.963457375,1,1013
"pi[6,3]",0.804078280666667,0.127911958354114,0.516643575,0.8215935,0.99226385,1.01,797
"pi[7,3]",0.869721765333333,0.0783486683217406,0.6746221,0.8815265,0.987110125,1,1156
"pi[8,3]",0.879794813333333,0.0637575888786967,0.740135425,0.8843935,0.986424675,1,1408
"pi[9,3]",0.674909996666667,0.124557377897047,0.442783,0.674848,0.9235496,1.01,1350
"pi[1,4]",0.92404798,0.0533214651442395,0.79397415,0.9320415,0.995917825,1,1276
"pi[2,4]",0.936679157333333,0.0438341469310251,0.82623455,0.9438685,0.996037525,1,1360
"pi[3,4]",0.971535913333333,0.0424118844743577,0.83809095,0.987178,1,1.01,98
"pi[4,4]",0.921213155333333,0.0587631459648108,0.781703525,0.9304465,0.9965814,1,849
"pi[5,4]",0.894084884,0.0704819110052727,0.7210408,0.905547,0.992452475,1,1301
"pi[6,4]",0.901732174,0.0742956467614502,0.714017825,0.917449,0.9954526,1,1052
"pi[7,4]",0.936039681333333,0.0558997301529972,0.79329195,0.950192,0.998261075,1,1316
"pi[8,4]",0.923609372666667,0.0560452431396115,0.77450215,0.9362085,0.9947447,1.01,1416
"pi[9,4]",0.857491594,0.0899823821309472,0.6552086,0.8702955,0.9924872,1,1225
"pi[1,5]",0.919268862,0.0578690610525148,0.7878517,0.92751,0.99579325,1,1212
"pi[2,5]",0.937102210666667,0.0443275836701067,0.828491825,0.9444695,0.9956511,1.01,1306
"pi[3,5]",0.975008872,0.0390194301019967,0.8683342,0.9896225,1,1,131
"pi[4,5]",0.895734104666667,0.0727199772294556,0.73258525,0.9060845,0.997479175,1,1328
"pi[5,5]",0.922668724,0.052737777005857,0.7932717,0.929392,0.995832525,1,922
"pi[6,5]",0.904425877333333,0.0738256327394346,0.726627675,0.9194135,0.995205025,1,1000
"pi[7,5]",0.949476427333333,0.0436696807326882,0.83330035,0.959978,0.998279975,1,1165
"pi[8,5]",0.948969178666667,0.0392478647837748,0.84905745,0.95537,0.997466025,1.01,1500
"pi[9,5]",0.840037383333333,0.103396875037937,0.602907425,0.850391,0.9894953,1,1500
"pi[1,6]",0.916064781333333,0.0598894390563743,0.787288175,0.92712,0.995903725,1,1038
"pi[2,6]",0.932820388666667,0.0524759086636047,0.8064953,0.941741,0.9971443,1.01,1307
"pi[3,6]",0.976722136666667,0.0339213173841078,0.891660825,0.9890715,1,1.01,145
"pi[4,6]",0.911800182666667,0.0622712294771004,0.766312525,0.920161,0.997780575,1,935
"pi[5,6]",0.850892285333333,0.111987952025548,0.546758075,0.8767235,0.992680075,1,1428
"pi[6,6]",0.876164406,0.0929258665111948,0.650078225,0.8940155,0.994962225,1,1416
"pi[7,6]",0.936913542666667,0.0582471041596018,0.783007375,0.9526105,0.998184075,1.01,1233
"pi[8,6]",0.939328148,0.0456181256880233,0.822387775,0.947607,0.99718715,1.01,1263
"pi[9,6]",0.803964648,0.1327840794314,0.4701637,0.824677,0.987642075,1,1397
"phi[1,1]",1,0,1,1,1,NA,0
"phi[2,1]",1,0,1,1,1,NA,0
"phi[3,1]",1,0,1,1,1,NA,0
"phi[4,1]",1,0,1,1,1,NA,0
"phi[5,1]",1,0,1,1,1,NA,0
"phi[6,1]",1,0,1,1,1,NA,0
"phi[7,1]",1,0,1,1,1,NA,0
"phi[8,1]",1,0,1,1,1,NA,0
"phi[9,1]",1,0,1,1,1,NA,0
"phi[1,2]",0.874802333333333,0.0756778731214063,0.6910482,0.8816955,0.991776775,1.01,1360
"phi[2,2]",0.85703308,0.0825019700513742,0.6567045,0.8757845,0.9729093,1.01,1102
"phi[3,2]",0.966072128,0.0466124252801469,0.84498195,0.982894,1,1.01,90
"phi[4,2]",0.918471099333333,0.0600822196294811,0.7783701,0.929186,0.997014625,1,732
"phi[5,2]",0.899473284666667,0.0682440825627652,0.74380615,0.910106,0.994908025,1,1198
"phi[6,2]",0.6644114592,0.193881120196755,0.24866975,0.703936,0.9442356,1,966
"phi[7,2]",0.924861748666667,0.0680413371499385,0.76010855,0.9419615,0.997869125,1,1422
"phi[8,2]",0.862698118666667,0.0910231022573773,0.635560125,0.882972,0.987486825,1,1162
"phi[9,2]",0.690996247333333,0.144058849758602,0.375358875,0.711873,0.9274764,1.01,1387
"phi[1,3]",0.739938784,0.100427775953033,0.52579915,0.748902,0.923721175,1.01,1286
"phi[2,3]",0.816293484666667,0.0819441742022797,0.6242846,0.827125,0.94913765,1,1433
"phi[3,3]",0.947172696666667,0.0610619453180621,0.8023573,0.963047,1,1.01,64
"phi[4,3]",0.852506884666667,0.0843273648042274,0.679302075,0.856393,0.9897803,1,657
"phi[5,3]",0.737479398666667,0.105657945439833,0.508707625,0.748326,0.928194575,1,1342
"phi[6,3]",0.550106534533333,0.186917982201421,0.177929925,0.5694215,0.8567247,1,732
"phi[7,3]",0.861447800666667,0.0915029318378317,0.639167825,0.8763795,0.988786025,1,1223
"phi[8,3]",0.7878038,0.0982172456525892,0.5678852,0.7998935,0.94003035,1,925
"phi[9,3]",0.566662692666667,0.136582190241111,0.288737075,0.5725805,0.813048975,1,1426
"phi[1,4]",0.545914752666667,0.089630273438245,0.36305025,0.550382,0.722117975,1,1432
"phi[2,4]",0.685333918666667,0.0834943195807009,0.5122559,0.6915625,0.8359762,1,1422
"phi[3,4]",0.908154604666667,0.0932841332974035,0.70268475,0.9231145,1,1.02,47
"phi[4,4]",0.546203672,0.0791452579897869,0.395822525,0.546473,0.696001525,1,1357
"phi[5,4]",0.581607988,0.0963429548187411,0.387859425,0.584681,0.765390675,1,1211
"phi[6,4]",0.439122600533333,0.160914158931631,0.14022385,0.435902,0.755475625,1,1114
"phi[7,4]",0.750035464,0.109671105475901,0.508593825,0.7615585,0.938967225,1,1183
"phi[8,4]",0.69230224,0.0951222158688614,0.4929679,0.6983265,0.859967525,1,1160
"phi[9,4]",0.3803606654,0.109669040144136,0.178370025,0.3745995,0.60047425,1,1423
"phi[1,5]",0.504524462,0.0886971089734462,0.3322317,0.5039435,0.68026495,1,1469
"phi[2,5]",0.641996972666667,0.0844502163554377,0.468665375,0.6465085,0.801436275,1,1500
"phi[3,5]",0.88426633,0.113439798063161,0.6371874,0.898834,1,1.02,27
"phi[4,5]",0.503413915333333,0.0808048497390827,0.351417375,0.5020335,0.6621591,1,1108
"phi[5,5]",0.52052597,0.0980492896460134,0.323349725,0.5205845,0.710643275,1,1146
"phi[6,5]",0.397578998933333,0.154566537065756,0.120089475,0.3879255,0.716750625,1,1309
"phi[7,5]",0.703415137333333,0.118953027591507,0.4508063,0.714843,0.9183453,1,1094
"phi[8,5]",0.640014407333333,0.100293199478116,0.432405575,0.641543,0.82510625,1,997
"phi[9,5]",0.326873410466667,0.103341169046015,0.147244875,0.3202805,0.55168225,1,1413
"phi[1,6]",0.464679099333333,0.0913208003256663,0.292718075,0.464225,0.64759825,1,1487
"phi[2,6]",0.602213024,0.0883141637338547,0.42291745,0.604005,0.775442,1,1500
"phi[3,6]",0.864561826,0.130788562208791,0.580535025,0.8772105,1,1.02,30
"phi[4,6]",0.451694640666667,0.0853166990199495,0.285289725,0.4480765,0.626948225,1,1071
"phi[5,6]",0.481492288666667,0.100212533427364,0.28745275,0.4829705,0.682608674999999,1,1088
"phi[6,6]",0.362147260733333,0.150635701179716,0.104942025,0.3512565,0.683086575,1,1196
"phi[7,6]",0.669911467333333,0.126855085800391,0.4067115,0.676215,0.90908425,1,1003
"phi[8,6]",0.608028564,0.102551461351213,0.40649785,0.6090755,0.80053025,1.01,1065
"phi[9,6]",0.276581083733333,0.09994611864492,0.111325375,0.2659995,0.495492975,1,1405
"phi[1,7]",0.427170622666667,0.0947188044091814,0.252586225,0.4253485,0.6155473,1,1464
"phi[2,7]",0.562938094,0.0955510744629236,0.373680675,0.5631205,0.745386,1,1322
"phi[3,7]",0.847147287333333,0.145734754290488,0.5422108,0.859496,1,1.02,29
"phi[4,7]",0.413554634,0.0902234867078478,0.238121975,0.410369,0.59625985,1,942
"phi[5,7]",0.412150239333333,0.110575994763767,0.206752775,0.4102775,0.641491375,1,1309
"phi[6,7]",0.321243531533333,0.146680428038137,0.0832411225,0.305583,0.649513099999999,1.01,1373
"phi[7,7]",0.630689519333333,0.138179911128528,0.35990655,0.636067,0.895207775,1,959
"phi[8,7]",0.572430967333333,0.10728034367506,0.357836125,0.5716105,0.78291,1.01,1314
"phi[9,7]",0.225734447933333,0.0981046394876809,0.072686075,0.211789,0.452736025,1,1389
"alpha",-2.19214076666667,0.0424203277531344,-2.27612775,-2.19177,-2.11070775,1,956
"loglik[12,2]",-0.491680885333333,0.340808901734006,-0.808094675,-0.6958445,0,1.01,123
"loglik[13,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[14,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[15,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[16,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[17,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[18,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[19,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[20,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[21,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[22,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[23,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[24,2]",-0.259441495333333,0.350457341560562,-0.7947732,0,0,1,1360
"loglik[25,2]",-0.503434775333333,0.335730036602475,-0.803732575,-0.6994595,0,1.02,244
"loglik[26,2]",-0.264468467333333,0.352192338971195,-0.798620575,0,0,1.01,1369
"loglik[27,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[28,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[29,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[30,2]",-0.222834820666667,0.337155974754302,-0.793584025,0,0,1,1500
"loglik[31,2]",-0.227389968666667,0.339193322094052,-0.7935436,0,0,1,1479
"loglik[32,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[33,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[34,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[35,2]",-0.218414546666667,0.335742077919929,-0.796283875,0,0,1,1756
"loglik[36,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[37,2]",-0.293618547333333,0.357879817631304,-0.79828855,0,0,1,1306
"loglik[38,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[39,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[40,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[41,2]",-0.297471176666667,0.359620822957597,-0.805337675,0,0,1,1406
"loglik[42,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[43,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[44,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[45,2]",-0.397468049333333,0.365007843205392,-0.8045179,-0.6691025,0,1,1500
"loglik[46,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[47,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[48,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[49,2]",-0.290932062666667,0.357521298912944,-0.7962336,0,0,1,1519
"loglik[50,2]",-0.220496347333333,0.336124301640175,-0.786649025,0,0,1.01,1500
"loglik[51,2]",-0.269114258,0.353236397213529,-0.794506725,0,0,1,1500
"loglik[52,2]",-0.293009266,0.358115566318765,-0.80018265,0,0,1,1500
"loglik[53,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[54,2]",-0.186845992666667,0.319443242287981,-0.78848115,0,0,1,1640
"loglik[55,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[56,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[57,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[58,2]",-0.429822992,0.360999794038992,-0.807007475,-0.6839655,0,1,1914
"loglik[59,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[60,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[61,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[62,2]",-0.200190198,0.326337093430096,-0.789093825,0,0,1,1517
"loglik[63,2]",-0.18259407,0.317242094077206,-0.793584025,0,0,1,1247
"loglik[64,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[65,2]",-0.211465042,0.332953273670312,-0.794100975,0,0,1.01,1380
"loglik[66,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[67,2]",-0.226500024666667,0.33839019799006,-0.788259175,0,0,1,1479
"loglik[68,2]",-0.297416218666667,0.359002689146187,-0.7960828,0,0,1,1500
"loglik[69,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[70,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[71,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[72,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[73,2]",-0.221361471333333,0.33702276146365,-0.7938279,0,0,1,1206
"loglik[74,2]",-0.196571153333333,0.324158719911555,-0.786352425,0,0,1,1500
"loglik[75,2]",-0.731660146,0.0481636579902456,-0.8245222,-0.7312025,-0.6477039,1,615
"loglik[76,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[77,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[78,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[79,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[80,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[81,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[86,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[87,2]",-0.375379148666667,0.365491634930428,-0.799509725,-0.646007,0,1,1456
"loglik[88,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[89,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[90,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[91,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[92,2]",-0.393130898,0.364932153856498,-0.807575125,-0.6658475,0,1,1473
"loglik[93,2]",-0.264612281333333,0.352292699519995,-0.7939399,0,0,1,1607
"loglik[94,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[95,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[96,2]",-0.377842550666667,0.366518213356258,-0.80959655,-0.651461,0,1,1438
"loglik[97,2]",-0.260429200666667,0.350714468549339,-0.792769575,0,0,1,1365
"loglik[104,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[105,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[106,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[107,2]",-0.372827436666667,0.366436281871599,-0.80391915,-0.6419825,0,1,1500
"loglik[108,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[109,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[110,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[111,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[112,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[113,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[114,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[115,2]",-0.241009698,0.345476882211945,-0.796658975,0,0,1,1500
"loglik[116,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[117,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[118,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[122,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[123,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[124,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[125,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[126,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[127,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[128,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[129,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[130,2]",-0.383737032,0.366320285547191,-0.8067148,-0.659522,0,1,1444
"loglik[131,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[132,2]",-0.732143541333333,0.0442991019515757,-0.8245222,-0.7312025,-0.648264125,1,472
"loglik[133,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[134,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
"loglik[135,2]",-0.657362568,0.0410480391171241,-0.740139675,-0.656487,-0.577044425,1,464
