"","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"loglik[162,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[163,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[164,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[165,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[166,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[167,3]",-0.361762716,0.375725743008106,-0.81434945,0,0,1,1500
"loglik[168,3]",-0.362997269333333,0.376539108337622,-0.815150425,0,0,1,1500
"loglik[169,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[170,3]",-0.365948176666667,0.376011575999745,-0.815150425,0,0,1,1500
"loglik[171,3]",-0.387715120666667,0.376258527185584,-0.815903025,-0.6724115,0,1,1360
"loglik[172,3]",-0.36184152,0.376313143207704,-0.816877175,0,0,1,1500
"loglik[173,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[174,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[175,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[176,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[177,3]",-0.36358203,0.376180224696121,-0.816272575,0,0,1,1500
"loglik[178,3]",-0.380206781333333,0.376347375776598,-0.815103875,-0.6660795,0,1,1419
"loglik[179,3]",-0.372926034,0.376587037789308,-0.8146248,0,0,1,1331
"loglik[180,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[181,3]",-0.379793636666667,0.37646852403196,-0.81611155,-0.657007,0,1,1135
"loglik[182,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[183,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[184,3]",-0.357144309333333,0.374941583142645,-0.81558145,0,0,1,1284
"loglik[185,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[186,3]",-0.364504312,0.376033773222466,-0.814377025,0,0,1,1421
"loglik[187,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[188,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[189,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[190,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[191,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[192,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[193,3]",-0.39030739,0.375720116689648,-0.815702475,-0.676699,0,1,1166
"loglik[194,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[195,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[196,3]",-0.35762569,0.37587967981242,-0.81222395,0,0,1,1500
"loglik[197,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[198,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[199,3]",-0.354526559333333,0.375628869404386,-0.8145488,0,0,1,1290
"loglik[200,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[201,3]",-0.358933406,0.376303413940234,-0.816946475,0,0,1,1583
"loglik[202,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[204,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[205,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[206,3]",-0.370851858666667,0.376034508027288,-0.8163226,0,0,1,1435
"loglik[207,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[208,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[209,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[210,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[211,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[212,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[213,3]",-0.352071554666667,0.37495932263599,-0.8116278,0,0,1,1425
"loglik[214,3]",-0.357965410666667,0.374770836400163,-0.813029775,0,0,1.01,1428
"loglik[215,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[216,3]",-0.371147582,0.375777691280446,-0.812074625,0,0,1,1048
"loglik[217,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[218,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[219,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[220,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[221,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[222,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[223,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[224,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[225,3]",-0.377135812666667,0.376320106783072,-0.81504165,-0.6465335,0,1,1266
"loglik[226,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[227,3]",-0.378144082,0.376740388239588,-0.81588045,-0.657756,0,1,1376
"loglik[228,3]",-0.377967222666667,0.375699957648938,-0.816877175,-0.659261,0,1,1603
"loglik[229,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[230,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[231,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[232,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[233,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[234,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[235,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[236,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[267,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[268,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[273,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[274,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[275,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[276,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[277,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[278,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[279,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[283,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[284,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[285,3]",-0.374136111333333,0.376792336385331,-0.814512325,0,0,1.01,1352
"loglik[286,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[287,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[288,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[289,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[290,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[291,3]",-0.37656659,0.375772357998993,-0.814369425,-0.652567,0,1,1345
"loglik[292,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[293,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[294,3]",-0.365922516666667,0.376022644059908,-0.816628025,0,0,1,1420
"loglik[295,3]",-0.377656774,0.376368241424168,-0.815903025,-0.6465875,0,1,1396
"loglik[296,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[297,3]",-0.374587824,0.375782356936178,-0.814461025,-0.3152125,0,1,1427
"loglik[298,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[299,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[300,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[301,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[1,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[2,4]",-0.209676044666667,0.337636860372938,-0.806725975,0,0,1,1218
"loglik[3,4]",-0.102750402666667,0.258822817839279,-0.789826325,0,0,1.01,978
"loglik[4,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[5,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[6,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[7,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[8,4]",-0.751781207333333,0.0450677515366889,-0.833667375,-0.753229,-0.6719417,1.03,971
"loglik[9,4]",-0.19673583,0.330966991784992,-0.805340175,0,0,1.01,933
"loglik[10,4]",-0.197315444666667,0.331943783690258,-0.805931825,0,0,1.01,1042
"loglik[11,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[12,4]",-0.0402385933333333,0.168765695217968,-0.749458225,0,0,1,946
"loglik[13,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[14,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[15,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[16,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[17,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[18,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[19,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[20,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[21,4]",-0.088552726,0.242586926558949,-0.780580825,0,0,1.01,1149
"loglik[22,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[23,4]",-0.0856873713333333,0.238558596926843,-0.775613325,0,0,1,1270
"loglik[24,4]",-0.0378015693333333,0.163979047994535,-0.741652625,0,0,1.03,950
"loglik[25,4]",-0.0327663426666667,0.153058416477105,-0.732581875,0,0,1,1010
"loglik[26,4]",-0.0343445846666667,0.156703293447061,-0.740009575,0,0,1.01,984
"loglik[27,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[28,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[29,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[30,4]",-0.028939642,0.144625708296266,-0.73204565,0,0,1,1169
"loglik[31,4]",-0.0330288486666667,0.154271610462045,-0.741127125,0,0,1.05,1032
"loglik[32,4]",-0.0785993586666667,0.230378611060288,-0.78312475,0,0,1,941
"loglik[33,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[34,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[35,4]",-0.03305181,0.153246373043636,-0.733560675,0,0,1.03,978
"loglik[36,4]",-0.08991665,0.243252141405853,-0.776527375,0,0,1.02,955
"loglik[37,4]",-0.0353689453333333,0.158997775972957,-0.745980675,0,0,1,1154
"loglik[38,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[39,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[40,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[41,4]",-0.034872148,0.157864269248745,-0.74129025,0,0,1,1114
"loglik[42,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[43,4]",-0.189653342666667,0.327483509940527,-0.804771925,0,0,1,934
"loglik[44,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[45,4]",-0.037144148,0.162322936446899,-0.74277285,0,0,1,900
"loglik[46,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[47,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[48,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[49,4]",-0.0460427893333333,0.179399744460509,-0.743855175,0,0,1.02,732
"loglik[50,4]",-0.037583188,0.164088256465568,-0.748960525,0,0,1.03,808
"loglik[51,4]",-0.0357193046666667,0.15935498665596,-0.742489375,0,0,1.01,856
"loglik[52,4]",-0.0310579426666667,0.148575371281961,-0.7332106,0,0,1.03,894
"loglik[53,4]",-0.196094241333333,0.329912992100517,-0.80069295,0,0,1,908
"loglik[54,4]",-0.03806922,0.163986235217574,-0.746354975,0,0,1.02,891
"loglik[55,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[56,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[57,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[58,4]",-0.0465955946666667,0.181586669043668,-0.756606575,0,0,1.01,872
"loglik[59,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[60,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[61,4]",-0.208361559333333,0.33707104938325,-0.80265965,0,0,1,1000
"loglik[62,4]",-0.0329367813333333,0.153783630858034,-0.7454155,0,0,1.02,1029
"loglik[63,4]",-0.0360870526666667,0.159854288799854,-0.73792005,0,0,1.01,1026
"loglik[64,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[65,4]",-0.030656116,0.149148351180641,-0.74006115,0,0,1.01,858
"loglik[66,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[67,4]",-0.036064888,0.161013161905964,-0.747708725,0,0,1.02,985
"loglik[68,4]",-0.0418068566666667,0.171960369662025,-0.75646105,0,0,1,847
"loglik[69,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[70,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[71,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[72,4]",-0.10027719,0.255444304890011,-0.78794135,0,0,1,998
"loglik[73,4]",-0.0317260053333333,0.150563849383981,-0.735984625,0,0,1,1130
"loglik[74,4]",-0.0452288273333333,0.178321713771499,-0.75577455,0,0,1,1154
"loglik[75,4]",-0.750797508,0.0527092167383914,-0.833667375,-0.753085,-0.671365325,1.07,1126
"loglik[76,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[77,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[78,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[79,4]",-0.200717716666667,0.332501819413679,-0.804094625,0,0,1,1036
"loglik[80,4]",-0.0871003266666667,0.240168211541937,-0.77699655,0,0,1.02,1096
"loglik[81,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[82,4]",-0.08861351,0.241944579470751,-0.779149925,0,0,1,1028
"loglik[83,4]",-0.0968431686666667,0.251763684369897,-0.783068675,0,0,1.01,1082
"loglik[84,4]",-0.192207832666667,0.328365304693048,-0.801850775,0,0,1,1164
"loglik[85,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[86,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[87,4]",-0.033671836,0.154827898810647,-0.734128175,0,0,1.03,784
"loglik[88,4]",-0.192209988666667,0.328391010791712,-0.803727125,0,0,1,1142
"loglik[89,4]",-0.0937097406666667,0.248815657116048,-0.78242235,0,0,1,1001
"loglik[90,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[91,4]",-0.203450782,0.334206749212221,-0.803807725,0,0,1,963
"loglik[92,4]",-0.041940798,0.172507060565676,-0.761238325,0,0,1.02,616
"loglik[93,4]",-0.039954612,0.167487710031444,-0.74070135,0,0,1.01,772
"loglik[94,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[95,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[96,4]",-0.0402971906666667,0.168989668003247,-0.74861445,0,0,1.05,847
"loglik[97,4]",-0.0356568033333333,0.159034443972914,-0.737015075,0,0,1,1320
"loglik[98,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[99,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[100,4]",-0.095632838,0.250208968315632,-0.7868579,0,0,1,675
"loglik[101,4]",-0.189751085333333,0.326547515050451,-0.8036547,0,0,1,1314
"loglik[102,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[103,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[104,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[105,4]",-0.207264704,0.335915721478048,-0.80128015,0,0,1.01,954
"loglik[106,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[107,4]",-0.043263412,0.174729719158107,-0.747465625,0,0,1.05,705
"loglik[108,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[109,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[110,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[111,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[112,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[113,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[114,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[115,4]",-0.0333628753333333,0.154545436692463,-0.73826395,0,0,1.05,904
"loglik[116,4]",-0.104483925333333,0.26089839900419,-0.7887703,0,0,1,1037
"loglik[117,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[118,4]",-0.0790721326666667,0.230873097480434,-0.77529345,0,0,1,1051
"loglik[119,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[120,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[121,4]",-0.189783626666667,0.326574651272057,-0.7992783,0,0,1,1028
"loglik[122,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[123,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[124,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[125,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[126,4]",-0.203789322,0.333603468527337,-0.7998049,0,0,1,1189
"loglik[127,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[128,4]",-0.091789994,0.246053828911983,-0.7906446,0,0,1,979
"loglik[129,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[130,4]",-0.0331715186666667,0.153687716448686,-0.73452125,0,0,1.01,935
"loglik[131,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[132,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[133,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[134,4]",-0.086502364,0.239290680175249,-0.777987275,0,0,1.02,1110
"loglik[135,4]",-0.0981603653333333,0.252290626453681,-0.7829455,0,0,1,1015
"loglik[136,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[137,4]",-0.03613592,0.160069130524352,-0.736912525,0,0,1.03,1279
"loglik[138,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[139,4]",-0.0404997446666667,0.169833086104392,-0.7576721,0,0,1.01,959
"loglik[140,4]",-0.103111593333333,0.258205039460202,-0.7831952,0,0,1.01,962
"loglik[141,4]",-0.190744082,0.327081286728129,-0.801242525,0,0,1,957
"loglik[142,4]",-0.09433079,0.248935691354576,-0.782785175,0,0,1,902
"loglik[143,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[144,4]",-0.202457451333333,0.334748557653489,-0.805870975,0,0,1,1098
"loglik[145,4]",-0.037392782,0.162220072712223,-0.742894725,0,0,1.05,1044
"loglik[159,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[160,4]",-0.103984848,0.259054487391598,-0.7842858,0,0,1.02,1160
"loglik[161,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[162,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[163,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[164,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[165,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[166,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[167,4]",-0.092806128,0.24651530600155,-0.783235725,0,0,1,1052
"loglik[168,4]",-0.0945049186666667,0.248712684537442,-0.78318365,0,0,1,1013
"loglik[169,4]",-0.716316761333333,0.164534153164892,-0.8325779,-0.7493065,0,1,1429
"loglik[170,4]",-0.07793963,0.23003433083666,-0.780760575,0,0,1.01,1227
"loglik[171,4]",-0.0744975513333333,0.224795787993555,-0.77668365,0,0,1,1057
"loglik[172,4]",-0.0932943066666667,0.24772934207815,-0.78559645,0,0,1,877
"loglik[173,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[174,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[175,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[176,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[177,4]",-0.108149517333333,0.263566319854302,-0.786389925,0,0,1.01,885
"loglik[178,4]",-0.104020736,0.259681998077283,-0.7841669,0,0,1.01,881
"loglik[179,4]",-0.0941120766666667,0.24757432750517,-0.774348575,0,0,1,861
"loglik[180,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[181,4]",-0.090133962,0.243796834638654,-0.77928665,0,0,1,1325
"loglik[182,4]",-0.195296666,0.329640041728722,-0.8024723,0,0,1.01,1069
"loglik[183,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[184,4]",-0.0915643326666667,0.245422996143191,-0.785318175,0,0,1,943
"loglik[185,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[186,4]",-0.091581922,0.245403729096418,-0.7760093,0,0,1.01,933
"loglik[187,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[188,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[189,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[190,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[191,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[192,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[193,4]",-0.099703178,0.25470727722848,-0.781987175,0,0,1,878
"loglik[194,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[195,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[196,4]",-0.099903982,0.255238698831615,-0.785947875,0,0,1,995
"loglik[197,4]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[198,4]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[199,4]",-0.072483942,0.222049093694886,-0.778956875,0,0,1.01,1214
"loglik[200,4]",-0.195922482666667,0.330178643840449,-0.806643725,0,0,1,1148
