"","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"loglik[3,3]",-0.35323589,0.375806130666104,-0.816430025,0,0,1,1396
"loglik[5,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[6,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[7,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[8,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[9,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[10,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[12,3]",-0.146035394666667,0.297705816662005,-0.7939064,0,0,1,1500
"loglik[13,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[14,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[15,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[16,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[17,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[18,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[19,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[20,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[21,3]",-0.364680926,0.375730974037103,-0.813688125,0,0,1,984
"loglik[22,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[23,3]",-0.35137756,0.375242215365192,-0.8144017,0,0,1.01,1435
"loglik[24,3]",-0.142425382666667,0.294139172994119,-0.7953234,0,0,1,1394
"loglik[25,3]",-0.135113864,0.288357355267315,-0.7905705,0,0,1,1417
"loglik[26,3]",-0.141874181333333,0.292936701130853,-0.789004575,0,0,1,1330
"loglik[27,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[28,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[29,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[30,3]",-0.142626227333333,0.293859733388487,-0.792851025,0,0,1,1500
"loglik[31,3]",-0.141660660666667,0.29315575947124,-0.7902052,0,0,1,1456
"loglik[32,3]",-0.346995164,0.37561733140764,-0.8175351,0,0,1,1352
"loglik[33,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[34,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[35,3]",-0.145121162,0.297057172823176,-0.79600735,0,0,1,1285
"loglik[36,3]",-0.372019900666667,0.375770359425984,-0.81588045,0,0,1,1500
"loglik[37,3]",-0.136158071333333,0.289287394372224,-0.790265575,0,0,1,1500
"loglik[38,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[39,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[40,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[41,3]",-0.137318393333333,0.289728591735508,-0.785259225,0,0,1,1395
"loglik[42,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[43,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[44,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[45,3]",-0.140914613333333,0.292924278453063,-0.79220645,0,0,1,1609
"loglik[46,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[47,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[48,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[49,3]",-0.144585668666667,0.295333062165003,-0.7890858,0,0,1,1502
"loglik[50,3]",-0.139283922,0.292018560609909,-0.7939894,0,0,1,1466
"loglik[51,3]",-0.146801152,0.297993865521723,-0.79701815,0,0,1,1306
"loglik[52,3]",-0.138318589333333,0.289998839303013,-0.788706775,0,0,1,1322
"loglik[53,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[54,3]",-0.137798748,0.29016389796072,-0.7893024,0,0,1,1538
"loglik[55,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[56,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[57,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[58,3]",-0.150506112666667,0.30106289987052,-0.798407575,0,0,1,1333
"loglik[59,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[60,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[61,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[62,3]",-0.147951802666667,0.299025835917944,-0.795272475,0,0,1,1810
"loglik[63,3]",-0.138645760666667,0.291964169619603,-0.796586275,0,0,1,1235
"loglik[64,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[65,3]",-0.132361729333333,0.286980311423697,-0.79141435,0,0,1,1423
"loglik[66,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[67,3]",-0.131833860666667,0.286492291560434,-0.797304425,0,0,1.01,1500
"loglik[68,3]",-0.144056660666667,0.296167321708907,-0.799361575,0,0,1.01,1423
"loglik[69,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[70,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[71,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[72,3]",-0.388960578,0.375888152907532,-0.8164096,-0.679334,0,1,1334
"loglik[73,3]",-0.146816226,0.297942555927175,-0.7909825,0,0,1,895
"loglik[74,3]",-0.15280072,0.302468964971555,-0.79141435,0,0,1,1472
"loglik[75,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[76,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[77,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[78,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[79,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[80,3]",-0.362324571333333,0.375749267100821,-0.813688125,0,0,1,1615
"loglik[81,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[82,3]",-0.373051961333333,0.375639190064123,-0.8126796,0,0,1,1431
"loglik[83,3]",-0.359174952,0.376486977065152,-0.814571125,0,0,1,1323
"loglik[84,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[85,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[86,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[87,3]",-0.138030172666667,0.291365784485506,-0.80000775,0,0,1,1269
"loglik[88,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[89,3]",-0.371586132666667,0.376299890325233,-0.8143941,0,0,1,1295
"loglik[90,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[91,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[92,3]",-0.145986744,0.296905477981375,-0.79143905,0,0,1,1051
"loglik[93,3]",-0.13967779,0.290837471613006,-0.789386925,0,0,1,1302
"loglik[94,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[95,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[96,3]",-0.138507734666667,0.290377371071669,-0.789089625,0,0,1,1397
"loglik[97,3]",-0.136698070666667,0.289720233682012,-0.79054645,0,0,1,1505
"loglik[98,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[99,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[100,3]",-0.365353192666667,0.376503002080106,-0.82259635,0,0,1,1282
"loglik[101,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[102,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[103,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[104,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[105,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[106,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[107,3]",-0.148454114666667,0.298885659099192,-0.799243925,0,0,1,1042
"loglik[108,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[109,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[110,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[111,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[112,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[113,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[114,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[115,3]",-0.136892374,0.289494830333217,-0.787051575,0,0,1.01,1375
"loglik[116,3]",-0.364176592666667,0.375698179150789,-0.81509485,0,0,1,1500
"loglik[117,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[118,3]",-0.354822754666667,0.375928374478242,-0.816430025,0,0,1,1500
"loglik[122,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[123,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[124,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[125,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[126,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[127,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[128,3]",-0.347308287333333,0.375492455881645,-0.816088975,0,0,1,1368
"loglik[129,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[130,3]",-0.134597928666667,0.287264478986454,-0.7882722,0,0,1,1403
"loglik[131,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[132,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[133,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[134,3]",-0.367603782666667,0.375676158123221,-0.81449,0,0,1.01,1507
"loglik[135,3]",-0.379719300666667,0.375911815584994,-0.814453425,-0.657756,0,1,1403
"loglik[136,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
"loglik[137,3]",-0.133543358,0.287610239131535,-0.797304425,0,0,1.01,1500
"loglik[138,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[139,3]",-0.149619701333333,0.300469453589995,-0.795437575,0,0,1,1320
"loglik[140,3]",-0.385426842666667,0.376558089190409,-0.81804145,-0.6706365,0,1,1306
"loglik[141,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[142,3]",-0.397732446,0.375880705862704,-0.823006225,-0.684849,0,1,1244
"loglik[143,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[144,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[145,3]",-0.158572869333333,0.305173861301167,-0.789100175,0,0,1,837
"loglik[159,3]",-0.638749618,0.0364328953741117,-0.71432315,-0.6364715,-0.569962025,1,1093
"loglik[160,3]",-0.353901002,0.375964407781818,-0.814634775,0,0,1,1290
"loglik[161,3]",-0.75224263,0.0406967804451101,-0.833667375,-0.753229,-0.672410375,1,1081
