"","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"loglik[41,7]",-0.0239469606666667,0.130553419120156,-0.7111988,0,0,1,727
"loglik[42,7]",-0.469220086,0.363308890252061,-0.82341605,-0.711674,0,1,1282
"loglik[43,7]",-0.105824015333333,0.260704994033996,-0.78182615,0,0,1,1214
"loglik[44,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[45,7]",-0.0239439546666667,0.130569479387388,-0.6960051,0,0,1.01,678
"loglik[46,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[47,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[48,7]",-0.453074540666667,0.366351587579511,-0.82093435,-0.708667,0,1,1500
"loglik[49,7]",-0.0216536046666667,0.12339429554915,-0.682703175,0,0,1.01,958
"loglik[50,7]",-0.0184022513333333,0.114324351287862,-0.346785599999999,0,0,1.02,726
"loglik[51,7]",-0.0217690546666667,0.125415137167899,-0.705436175,0,0,1.01,855
"loglik[52,7]",-0.0252096066666667,0.134636131939123,-0.71116325,0,0,1.03,821
"loglik[53,7]",-0.112432234,0.266892262554068,-0.78475255,0,0,1.02,1046
"loglik[54,7]",-0.0165197326666667,0.10867884380423,0,0,0,1.01,965
"loglik[55,7]",-0.532721119333333,0.340254161806616,-0.82808855,-0.7242735,0,1,1677
"loglik[56,7]",-0.613466632666667,0.28993560482081,-0.8291587,-0.735784,0,1,1411
"loglik[57,7]",-0.639360972666667,0.267302172055669,-0.8334805,-0.7382735,0,1,1087
"loglik[58,7]",-0.028955614,0.143446491679592,-0.72222675,0,0,1,717
"loglik[59,7]",-0.651154348666667,0.254050829007798,-0.83042745,-0.7387675,0,1,1597
"loglik[60,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[61,7]",-0.0606428106666667,0.203312938910001,-0.76172675,0,0,1.02,979
"loglik[62,7]",-0.012558064,0.0947111371710567,0,0,0,1,853
"loglik[63,7]",-0.00697533466666667,0.0721267837152566,0,0,0,1.02,1335
"loglik[64,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[65,7]",-0.0133852793333333,0.0990168692479742,0,0,0,1.02,1129
"loglik[66,7]",-0.627517390666667,0.277299879426165,-0.8296712,-0.737051,0,1,1500
"loglik[67,7]",-0.00889760333333333,0.0808119672840737,0,0,0,1.02,774
"loglik[68,7]",-0.0240772946666667,0.131220054920761,-0.71191335,0,0,1.05,1099
"loglik[69,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[70,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[71,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[72,7]",-0.0596679333333333,0.201839522597608,-0.763101475,0,0,1,964
"loglik[73,7]",-0.00994913466666667,0.0857784472091228,0,0,0,1.03,1042
"loglik[74,7]",-0.00820670733333333,0.0767474076333742,0,0,0,1.07,1117
"loglik[75,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[76,7]",-0.300295406666667,0.366868303474256,-0.813567025,0,0,1,1437
"loglik[77,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[78,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[79,7]",-0.116764636666667,0.270811163075778,-0.782535975,0,0,1,973
"loglik[80,7]",-0.0493452726666667,0.184044350541554,-0.747620575,0,0,1,1008
"loglik[81,7]",-0.495506852,0.354217026808104,-0.825046075,-0.7159495,0,1,1771
"loglik[82,7]",-0.046281234,0.178268836627863,-0.74182325,0,0,1,872
"loglik[83,7]",-0.0455710633333333,0.177613805044043,-0.7440515,0,0,1.03,989
"loglik[84,7]",-0.110183592,0.264271802498521,-0.78428,0,0,1,1161
"loglik[85,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[86,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[87,7]",-0.021066288,0.122840793843842,-0.68224575,0,0,1.01,850
"loglik[88,7]",-0.0665859326666667,0.21299512701434,-0.7713392,0,0,1,852
"loglik[89,7]",-0.0463669086666667,0.1796660803487,-0.7503221,0,0,1,1207
"loglik[90,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[91,7]",-0.112318312,0.266597556880417,-0.782756475,0,0,1,1018
"loglik[92,7]",-0.0261119673333333,0.136730827431933,-0.709506875,0,0,1.02,842
"loglik[93,7]",-0.023793982,0.12968863869823,-0.69315685,0,0,1,937
"loglik[94,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[95,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[96,7]",-0.0222119353333333,0.126441872476893,-0.70977485,0,0,1,688
"loglik[97,7]",-0.0226920913333333,0.127804571384765,-0.711837575,0,0,1.08,896
"loglik[98,7]",-0.482897405333333,0.359117863629412,-0.823089325,-0.7149035,0,1,1500
"loglik[99,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[100,7]",-0.0529893806666667,0.190696157911731,-0.747218575,0,0,1.01,952
"loglik[101,7]",-0.114743941333333,0.268808858319897,-0.77841485,0,0,1.01,959
"loglik[102,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[103,7]",-0.642813816666667,0.263739386414826,-0.830597,-0.7382735,0,1,1433
"loglik[104,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[105,7]",-0.0997791453333333,0.252646789517909,-0.77139065,0,0,1,973
"loglik[106,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[107,7]",-0.0165059,0.110191205819239,0,0,0,1.09,818
"loglik[108,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[109,7]",-0.642208606,0.26349642952108,-0.8304717,-0.737751,0,1.01,1500
"loglik[110,7]",-0.314649722,0.368313926331323,-0.81187345,0,0,1.01,1272
"loglik[111,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[112,7]",-0.306092186666667,0.367695542254454,-0.808813425,0,0,1,1266
"loglik[113,7]",-0.63641128,0.269504906338175,-0.830572775,-0.737832,0,1,1442
"loglik[114,7]",-0.298025121333333,0.36604618790683,-0.8119756,0,0,1,1390
"loglik[115,7]",-0.0197941046666667,0.119808007001358,-0.67379615,0,0,1.02,861
"loglik[116,7]",-0.0374714446666667,0.162498090872497,-0.7428545,0,0,1.02,844
"loglik[117,7]",-0.480532372,0.359499142060331,-0.827771975,-0.7127815,0,1,1381
"loglik[118,7]",-0.0281681933333333,0.142002117492992,-0.7197358,0,0,1,797
"loglik[119,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[120,7]",-0.640415364666667,0.266338772142871,-0.8334805,-0.7379025,0,1,1571
"loglik[121,7]",-0.0610323106666667,0.204636351910734,-0.762316475,0,0,1.01,943
"loglik[122,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[123,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[124,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[125,7]",-0.654275674,0.250824157980694,-0.8309269,-0.739178,0,1,1500
"loglik[126,7]",-0.064910024,0.210235501484076,-0.7715503,0,0,1.01,741
"loglik[127,7]",-0.64428358,0.261553500370339,-0.8309269,-0.7382545,0,1.01,1967
"loglik[128,7]",-0.0345028506666667,0.156278573188757,-0.728774225,0,0,1.02,1013
"loglik[129,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[130,7]",-0.020641724,0.121891315552468,-0.67242985,0,0,1.02,592
"loglik[131,7]",-0.524412449333333,0.344131235991835,-0.8261162,-0.7230985,0,1,1500
"loglik[132,7]",-0.637993313333333,0.268123184165181,-0.831446675,-0.737229,0,1,1431
"loglik[133,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[134,7]",-0.036064558,0.159717842312287,-0.73351045,0,0,1,953
"loglik[135,7]",-0.0360292746666667,0.159611055117245,-0.736765625,0,0,1.01,985
"loglik[136,7]",-0.490179900666667,0.356154379925367,-0.822808125,-0.7147545,0,1,1311
"loglik[137,7]",-0.0105340326666667,0.0885302932293675,0,0,0,1.03,1350
"loglik[138,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[139,7]",-0.01787033,0.114187543922452,0,0,0,1.08,754
"loglik[140,7]",-0.038276828,0.163725475523999,-0.738821225,0,0,1,920
"loglik[141,7]",-0.0533542273333333,0.191937469885279,-0.758957475,0,0,1,979
"loglik[142,7]",-0.044281512,0.17562749087729,-0.737964475,0,0,1,1027
"loglik[143,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[144,7]",-0.056636076,0.196886886569449,-0.75434825,0,0,1.01,1089
"loglik[145,7]",-0.0250985586666667,0.134045467304052,-0.7055615,0,0,1.01,519
"loglik[146,7]",-0.482676292666667,0.358510548184922,-0.8240284,-0.712408,0,1,1409
"loglik[147,7]",-0.525781166,0.34336170312969,-0.82468215,-0.722989,0,1,1676
"loglik[148,7]",-0.470988812,0.361567860562826,-0.8261162,-0.7112045,0,1,1412
"loglik[149,7]",-0.500216850666667,0.352819218489842,-0.824926375,-0.717625,0,1,1309
"loglik[150,7]",-0.532342998,0.339365377534745,-0.8242922,-0.723401,0,1,1435
"loglik[151,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[152,7]",-0.528815837333333,0.342079721753601,-0.828028475,-0.724446,0,1,1500
"loglik[153,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[154,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[155,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[156,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[157,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[158,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[159,7]",-0.520732886,0.344415671085715,-0.82468215,-0.7207315,0,1,1443
"loglik[160,7]",-0.0556272106666667,0.19622604922435,-0.758705225,0,0,1,1042
"loglik[161,7]",-0.635232957333333,0.271109995613597,-0.8304717,-0.7379025,0,1,1500
"loglik[162,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[163,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[164,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[165,7]",-0.517339621333333,0.346974531657836,-0.82468215,-0.7216275,0,1,1475
"loglik[166,7]",-0.631241807333333,0.274158222408292,-0.8304717,-0.7376305,0,1,1500
"loglik[167,7]",-0.0405838793333333,0.167947625770252,-0.73542975,0,0,1.01,629
"loglik[168,7]",-0.057585486,0.199268833822907,-0.762275725,0,0,1.01,973
"loglik[169,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[170,7]",-0.0342925593333333,0.15648563461534,-0.7413859,0,0,1.01,1130
"loglik[171,7]",-0.04376898,0.175734216574019,-0.75504175,0,0,1.01,1210
"loglik[172,7]",-0.027761294,0.141242136483661,-0.722259525,0,0,1.02,1220
"loglik[173,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[174,7]",-0.643235678666667,0.262521816997149,-0.83012825,-0.7377705,0,1.01,1598
"loglik[175,7]",-0.491977336666667,0.355875259397513,-0.824631325,-0.7146995,0,1,1285
"loglik[176,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[177,7]",-0.0324536526666667,0.152721052231692,-0.746682775,0,0,1.03,901
"loglik[178,7]",-0.0414998713333333,0.170654319309269,-0.7405383,0,0,1,992
"loglik[179,7]",-0.051739136,0.188990896781834,-0.75689915,0,0,1,959
"loglik[180,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[181,7]",-0.040389894,0.168281829609761,-0.739219525,0,0,1,966
"loglik[182,7]",-0.11325234,0.266692809417061,-0.77242595,0,0,1.01,1062
"loglik[183,7]",-0.320088020666667,0.370134154552112,-0.81088545,0,0,1,1392
"loglik[184,7]",-0.0449648553333333,0.176229945355837,-0.7401646,0,0,1,1264
"loglik[185,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[186,7]",-0.0576783786666667,0.19865127939977,-0.758338625,0,0,1.01,908
"loglik[187,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[188,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[189,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[190,7]",-0.319101908,0.369502721516431,-0.812876675,0,0,1,1146
"loglik[191,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[192,7]",-0.643507073333333,0.261825892067094,-0.8291587,-0.73851,0,1,1500
"loglik[193,7]",-0.0321900306666667,0.151530713240284,-0.72878655,0,0,1,1220
"loglik[194,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[195,7]",-0.314534858,0.369214427395086,-0.813041475,0,0,1,1404
"loglik[196,7]",-0.059121452,0.202732316326781,-0.7694371,0,0,1,778
"loglik[197,7]",-0.341932093333333,0.372595254756484,-0.8114826,0,0,1,1310
"loglik[198,7]",-0.488800187333333,0.356596776396952,-0.8200626,-0.715798,0,1,1500
"loglik[199,7]",-0.0607044573333333,0.20359080159908,-0.758592575,0,0,1,1092
"loglik[200,7]",-0.0475168733333333,0.18209423706837,-0.75472815,0,0,1,1256
"loglik[201,7]",-0.0308706686666667,0.14771186955639,-0.7231372,0,0,1,993
"loglik[202,7]",-0.646531549333333,0.258815577878643,-0.830530775,-0.737966,0,1,1455
"loglik[203,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[204,7]",-0.0586008226666667,0.200979832709535,-0.76640805,0,0,1.01,865
"loglik[205,7]",-0.05936075,0.202586120580618,-0.76793605,0,0,1,809
"loglik[206,7]",-0.054252176,0.192347704198395,-0.747357925,0,0,1.01,917
"loglik[207,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[208,7]",-0.640540324666667,0.26496496596944,-0.830530775,-0.737387,0,1,1768
"loglik[209,7]",-0.336040840666667,0.371690001366681,-0.815811875,0,0,1,1417
"loglik[210,7]",-0.328270728666667,0.370538559697972,-0.81215025,0,0,1,1095
"loglik[211,7]",-0.488687124666667,0.356105107179686,-0.823492525,-0.71456,0,1,1411
"loglik[212,7]",-0.640165908,0.265465509818591,-0.83042745,-0.7377115,0,1,1500
"loglik[213,7]",-0.057001688,0.19827611901504,-0.765335775,0,0,1.01,747
"loglik[214,7]",-0.029539078,0.146318814945686,-0.732045275,0,0,1,876
"loglik[215,7]",-0.0613047046666667,0.20460710696415,-0.76497425,0,0,1.02,818
"loglik[216,7]",-0.0305276706666667,0.147347283156958,-0.723445425,0,0,1,976
"loglik[217,7]",-0.0649281506666667,0.209466989555993,-0.762984225,0,0,1,959
"loglik[218,7]",-0.634333931333333,0.270660442298164,-0.83030875,-0.7376305,0,1,1653
"loglik[219,7]",-0.650363325333333,0.255963014106814,-0.8309269,-0.7391705,0,1,1538
"loglik[220,7]",-0.352614957333333,0.373133143500485,-0.81254785,0,0,1,1220
"loglik[221,7]",-0.633826476,0.271927147601351,-0.830530775,-0.737679,0,1.01,1500
"loglik[222,7]",-0.106198124,0.260861880759788,-0.781289875,0,0,1,1088
"loglik[223,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[224,7]",-0.636424878666667,0.270187898151593,-0.830597,-0.73819,0,1,1575
"loglik[225,7]",-0.0437810606666667,0.174652092698606,-0.746387875,0,0,1.09,984
"loglik[226,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[227,7]",-0.05517926,0.195664765260898,-0.758501875,0,0,1.01,1008
"loglik[228,7]",-0.0580121973333333,0.19896186054419,-0.7505694,0,0,1,868
"loglik[229,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[230,7]",-0.516282900666667,0.347872633529427,-0.825898025,-0.723454,0,1,1375
"loglik[231,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[232,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[233,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[234,7]",-0.64951929,0.25712171718191,-0.832366925,-0.7393255,0,1,1793
"loglik[235,7]",-0.633637527333333,0.272499286696032,-0.832366925,-0.737613,0,1,1500
"loglik[236,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[237,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[238,7]",-0.497312561333333,0.354452894815743,-0.827771975,-0.7177175,0,1,1500
"loglik[239,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[240,7]",-0.643333526,0.262551612879901,-0.8304717,-0.738265,0,1,1500
"loglik[241,7]",-0.486670042,0.357286513090066,-0.824631325,-0.7145325,0,1,1500
"loglik[242,7]",-0.657894182,0.247596706162232,-0.8303539,-0.7402,0,1,1500
"loglik[243,7]",-0.300048758666667,0.36546323860734,-0.80527295,0,0,1,1147
"loglik[244,7]",-0.302427123333333,0.365825104329862,-0.804022225,0,0,1,1290
"loglik[245,7]",-0.494487876,0.355554524421465,-0.82449105,-0.7176225,0,1,1595
"loglik[246,7]",-0.637645184,0.269368201783179,-0.83170425,-0.7388325,0,1,1690
"loglik[247,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[248,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[249,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[250,7]",-0.0591709126666667,0.200145543863689,-0.754609675,0,0,1,862
"loglik[251,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[252,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[253,7]",-0.630488470666667,0.274523580179953,-0.83046315,-0.737442,0,1,1500
"loglik[254,7]",-0.518671817333333,0.345680713438755,-0.824753975,-0.7216455,0,1,1417
"loglik[255,7]",-0.655324217333333,0.25132055912676,-0.8357817,-0.7400595,0,1,1514
"loglik[256,7]",-0.10631372,0.259665287536189,-0.772840225,0,0,1,1211
"loglik[257,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[258,7]",-0.058759622,0.200560849027912,-0.757365825,0,0,1.01,1009
"loglik[259,7]",-0.62540101,0.279748729439078,-0.8304717,-0.736301,0,1,1500
"loglik[260,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[261,7]",-0.644726846666667,0.260927972132881,-0.83030875,-0.7380945,0,1,1500
"loglik[262,7]",-0.313054828,0.36844678865889,-0.809303325,0,0,1,1500
"loglik[263,7]",-0.112194149333333,0.265504329767703,-0.774013075,0,0,1,990
"loglik[264,7]",-0.0615732133333333,0.20641517329896,-0.76942165,0,0,1.01,1302
"loglik[265,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[266,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[267,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[268,7]",-0.0945301433333333,0.247205579319323,-0.768344025,0,0,1,951
"loglik[269,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[270,7]",-0.126388620666667,0.279216070355314,-0.7811066,0,0,1,1087
"loglik[271,7]",-0.10085717,0.255396366520055,-0.780312575,0,0,1,951
"loglik[272,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[273,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[274,7]",-0.323880842666667,0.371524569062011,-0.81874705,0,0,1,1282
"loglik[275,7]",-0.633638432,0.272396883318756,-0.83030875,-0.737955,0,1,1386
"loglik[276,7]",-0.484753525333333,0.357904456640615,-0.82381315,-0.714487,0,1,1498
"loglik[277,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[278,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[279,7]",-0.623698996666667,0.28097008679835,-0.830530775,-0.737051,0,1,1568
"loglik[280,7]",-0.644741071333333,0.261712197664913,-0.8309269,-0.7388715,0,1,1566
"loglik[281,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[282,7]",-0.336299532,0.371406375161129,-0.8117524,0,0,1,1438
"loglik[283,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[284,7]",-0.0589414733333333,0.200244673881029,-0.75441575,0,0,1,851
"loglik[285,7]",-0.0316726966666667,0.150277433691205,-0.7337823,0,0,1,1029
"loglik[286,7]",-0.65734988,0.246722051398633,-0.830597,-0.7391705,0,1.01,1500
"loglik[287,7]",-0.637207709333333,0.2692313701562,-0.832343175,-0.737672,0,1,1500
"loglik[288,7]",-0.638508741333333,0.266863093251267,-0.8300075,-0.7376375,0,1,1724
"loglik[289,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[290,7]",-0.101566748666667,0.255057092179299,-0.77389995,0,0,1,903
"loglik[291,7]",-0.06496277,0.210384268435072,-0.762387775,0,0,1,931
"loglik[292,7]",-0.490111754,0.356183663827138,-0.827771975,-0.712947,0,1,1500
"loglik[293,7]",-0.0637760526666667,0.207416624030768,-0.755366925,0,0,1,757
"loglik[294,7]",-0.0282600693333333,0.141199198403954,-0.7062359,0,0,1.18,970
"loglik[295,7]",-0.0357195613333333,0.159329464993651,-0.73611415,0,0,1,945
"loglik[296,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[297,7]",-0.0455045113333333,0.178376391856577,-0.7547592,0,0,1,631
"loglik[298,7]",-0.0629599746666667,0.207470718964405,-0.7640851,0,0,1,1025
"loglik[299,7]",-0.0521239013333333,0.189342970115184,-0.75503045,0,0,1,1085
"loglik[300,7]",-0.637256425333333,0.267774766659482,-0.83030875,-0.737387,0,1.01,1607
"loglik[301,7]",-0.112649579333333,0.267356255410819,-0.7828816,0,0,1.02,879
"loglik[302,7]",-0.109625567333333,0.263557892146945,-0.77978375,0,0,1.01,921
"loglik[303,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[304,7]",-0.46632336,0.364095462776928,-0.828028475,-0.711674,0,1,1650
"loglik[305,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[306,7]",-0.0530628886666667,0.190868810971861,-0.75207405,0,0,1,1041
"loglik[307,7]",-0.643712466,0.262743141014065,-0.833022175,-0.7380945,0,1.01,1500
"loglik[308,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[309,7]",-0.307745375333333,0.36928929927759,-0.81377935,0,0,1,1267
"loglik[310,7]",-0.320961066,0.36964863807106,-0.81124035,0,0,1,1326
"loglik[311,7]",-0.110657206,0.264002397887749,-0.778579325,0,0,1,991
"loglik[312,7]",-0.059318356,0.201587938285315,-0.76175125,0,0,1,1086
"loglik[313,7]",-0.644836718,0.261018846828747,-0.83211185,-0.739178,0,1,1378
"loglik[314,7]",-0.617206666666667,0.286552401664444,-0.83030875,-0.7366705,0,1,1653
"loglik[315,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[316,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[317,7]",-0.0737038153333333,0.223253018132293,-0.7748511,0,0,1,1126
"loglik[318,7]",-0.051853562,0.19031064962664,-0.76346345,0,0,1.02,1022
"loglik[319,7]",-0.501179154,0.35295432628327,-0.825898025,-0.7187775,0,1,1794
"loglik[320,7]",-0.64170688,0.0374910504239282,-0.7127193,-0.6405235,-0.568340875,1,1007
"loglik[321,7]",-0.111887104666667,0.265533946685839,-0.778782925,0,0,1,1030
